family,name,n,tau_real,tau_diff_real,s,phi,nullpos_iid,p_iid,nullpos_diff_iid,p_diff_iid,nullpos_ar1,p_ar1,nullpos_diff_ar1,p_diff_ar1
Historical,Crop Harvester,41,-0.9999999999999999,0.9999999999999999,0.028472213260418794,0.95,0.3224043715846995,0.9890710382513661,0.4411764705882353,0.023529411764705882,0.25748502994011974,0.9700598802395209,0.4025157232704403,0.0
Historical,Crop Harvester,39,0.1818181818181818,0.34545454545454546,0.0294904201404377,0.6162378570695854,0.465,0.375,0.435,0.3,0.56,0.47,0.5226130653266332,0.35678391959798994
Historical,Crop Harvester,16,-0.15555555555555553,-0.5,0.10015477022000346,0.0,0.5078534031413613,0.6282722513089005,0.49473684210526314,0.7947368421052632,0.5282051282051282,0.6564102564102564,0.5309278350515464,0.8041237113402062
Historical,Crop Harvester,32,0.6140350877192983,0.39887634120479476,0.10867169729391929,0.7002830527286752,0.54,0.125,0.53,0.305,0.5555555555555556,0.19696969696969696,0.5663265306122449,0.33163265306122447
Historical,Crop Harvester,23,0.9999999999999999,0.9999999999999999,0.024275707895438942,0.7910670578442254,0.51,0.065,0.56,0.06,0.535,0.065,0.6294416243654822,0.10152284263959391
Historical,Crop Harvester,30,0.9333333333333332,0.7142857142857143,0.0638282285069745,0.8569909868867452,0.59,0.0,0.48,0.09,0.605,0.005,0.61,0.12
Historical,Crop Harvester,22,-0.1208791208791209,-0.46153846153846145,0.0774189174489365,0.16025315115185396,0.5052631578947369,0.5789473684210527,0.5026455026455027,0.8359788359788359,0.5485714285714286,0.6228571428571429,0.5229885057471264,0.8103448275862069
Historical,Radio,37,0.7818181818181819,0.6,0.034030200352927066,0.6799257171871121,0.565,0.08,0.555,0.225,0.535,0.07,0.53,0.155
Historical,Television,38,0.6285714285714286,0.7473684210526316,0.05024706931052254,0.8539876963633217,0.535,0.115,0.525,0.075,0.52,0.13,0.495,0.06
Historical,Television,38,-0.6470588235294118,-0.75,0.024617324442371864,0.8711267016071631,0.3877551020408163,0.8928571428571429,0.4656084656084656,0.873015873015873,0.37777777777777777,0.8444444444444444,0.41379310344827586,0.9252873563218391
Historical,Television,27,0.6380952380952382,0.38461538461538464,0.06088601213601216,0.7885432719551809,0.49,0.14,0.465,0.31,0.5728643216080402,0.20603015075376885,0.5025380710659898,0.28426395939086296
Historical,Television,34,-0.7362637362637363,-0.7948717948717947,0.035824713345753594,0.9254289544174112,0.2923076923076923,0.8564102564102564,0.4381443298969072,0.9329896907216495,0.27388535031847133,0.7961783439490446,0.44516129032258067,0.9806451612903225
Historical,Television,26,0.7454545454545454,0.8222222222222221,0.035693022963020266,0.9201522260701883,0.475,0.075,0.535,0.1,0.505,0.055,0.695,0.07
Historical,Television,40,0.16176470588235295,0.13333333333333333,0.03331921645445932,0.9232396537219336,0.455,0.345,0.46,0.4,0.475,0.4,0.58,0.51
Historical,Television,28,0.7582417582417583,0.8974358974358972,0.03837006095371709,0.8741844680805156,0.51,0.03,0.475,0.01,0.505,0.045,0.525,0.01
Historical,Television,40,0.7142857142857142,0.7142857142857143,0.03922231630552895,0.7432029666606492,0.55,0.16,0.51,0.13,0.531578947368421,0.14210526315789473,0.48633879781420764,0.14207650273224043
Historical,Radio,30,0.8095238095238096,0.6483516483516484,0.08077411241198773,0.7818570978516897,0.51,0.04,0.47,0.135,0.605,0.035,0.63,0.2
Historical,Steamships,45,0.6190476190476191,0.7333333333333333,0.03630874034167301,0.69016185508812,0.51,0.14,0.4723618090452261,0.12060301507537688,0.5544041450777202,0.22279792746113988,0.5222222222222223,0.1
Historical,Concentrated Solar Power,35,0.7352941176470588,0.4871794871794871,0.06500084010849176,0.8735751231864883,0.57,0.05,0.535,0.25,0.59,0.095,0.59,0.32
Historical,Electricity,37,-0.9444444444444445,0.3571428571428571,0.024211349728821715,0.7283116144934361,0.385,0.99,0.43005181347150256,0.26424870466321243,0.3522727272727273,0.9602272727272727,0.42073170731707316,0.24390243902439024
Historical,Electricity,37,-0.23076923076923073,0.8787878787878787,0.027022397495124934,0.693471110247453,0.495,0.61,0.525,0.01,0.4824120603015075,0.6080402010050251,0.5175879396984925,0.02512562814070352
Historical,Electricity,37,0.4248366013071896,0.8382352941176471,0.03188774573550056,0.7586113656141135,0.485,0.28,0.51,0.045,0.465,0.25,0.475,0.015
Historical,Electricity,26,-0.37777777777777777,0.6666666666666666,0.037232627053027156,0.7085889715567113,0.455,0.665,0.495,0.12,0.45,0.675,0.56,0.165
Historical,Electricity,36,0.5294117647058822,-0.11666666666666665,0.0314045099453625,0.8305437502985972,0.51,0.19,0.485,0.54,0.47,0.185,0.425,0.47
Historical,Electricity,37,0.15,0.7333333333333334,0.03526426949898875,0.7238877267374313,0.44,0.39,0.43,0.075,0.51,0.42,0.54,0.07
Historical,Electricity,36,0.1111111111111111,0.8333333333333334,0.028631082385128223,0.8416548825655321,0.445,0.41,0.48,0.055,0.455,0.41,0.51,0.02
Historical,Electricity,35,0.48333333333333334,0.7523809523809525,0.03658673093754373,0.8919767442453972,0.505,0.225,0.46,0.1,0.475,0.25,0.55,0.055
Historical,Television,27,-0.06666666666666665,-0.9999999999999999,0.023466855963726854,0.8949596770055753,0.5303030303030303,0.601010101010101,0.3742690058479532,0.9532163742690059,0.5371428571428571,0.5942857142857143,0.2727272727272727,0.9090909090909091
Historical,Electricity,37,0.8499999999999999,0.9428571428571428,0.0285267063612333,0.6678940901570062,0.44,0.015,0.46,0.01,0.47738693467336685,0.04522613065326633,0.4898989898989899,0.025252525252525252
Historical,Electricity,24,0.6,0.9999999999999999,0.04641582595723209,0.562753592483121,0.49246231155778897,0.271356783919598,0.45263157894736844,0.10526315789473684,0.4690721649484536,0.27319587628865977,0.5502958579881657,0.07692307692307693
Historical,Electricity,24,-0.6428571428571428,0.8095238095238096,0.03458980522252001,0.5855424505691283,0.3939393939393939,0.8282828282828283,0.5243243243243243,0.07027027027027027,0.41304347826086957,0.7663043478260869,0.4476744186046512,0.046511627906976744
Historical,Electricity,37,-0.19999999999999998,1.0,0.025679808137332498,0.6031190691880839,0.4873096446700508,0.6091370558375635,0.437125748502994,0.029940119760479042,0.47058823529411764,0.5823529411764706,0.4647887323943662,0.04225352112676056
Historical,Electricity,37,0.8717948717948716,0.7878787878787877,0.030664690844493588,0.6242421366425784,0.43,0.01,0.47,0.055,0.465,0.03,0.485,0.04
Historical,Electricity,34,-0.9047619047619049,-0.2,0.0972047884794855,0.377626618191645,0.4797979797979798,0.9848484848484849,0.5128205128205128,0.6153846153846154,0.4947916666666667,0.9791666666666666,0.5054347826086957,0.5869565217391305
Historical,Telephones,26,0.6190476190476191,0.9340659340659341,0.05514366856087906,0.904705916577658,0.505,0.13,0.48,0.005,0.51,0.115,0.61,0.015
Historical,Real-Time Gross Settlement Adoption,27,0.6483516483516484,0.564102564102564,0.050416838914149276,0.8848103235513588,0.5,0.13,0.52,0.24,0.495,0.11,0.63,0.24
Historical,Power Steering,34,-0.9999999999999999,-0.39999999999999997,0.04933471874719913,0.8878672756009045,0.28865979381443296,0.8969072164948454,0.40384615384615385,0.6538461538461539,0.17708333333333334,0.875,0.4032258064516129,0.6774193548387096
Historical,Telephones,24,0.6444444444444444,1.0,0.03950165529239876,0.9441283832988208,0.485,0.15,0.51,0.005,0.475,0.14,0.67,0.005
Historical,Microcomputers,33,-0.9999999999999999,0.6666666666666669,0.03382417118798169,0.7805335255185897,0.5808080808080808,0.9848484848484849,0.4222222222222222,0.24444444444444444,0.4808743169398907,0.9890710382513661,0.48322147651006714,0.2080536912751678
Historical,Television,30,1.0,,0.028342612350905256,0.7737820412528997,0.5146198830409356,0.08771929824561403,0.3541666666666667,,0.5,0.045454545454545456,0.4628099173553719,
Historical,Cable TV,30,0.6666666666666669,,0.032038912466072794,0.8073448108211716,0.49473684210526314,0.28421052631578947,0.3402061855670103,,0.50625,0.28125,0.5274725274725275,
Historical,Cellphones,18,0.16666666666666666,0.5714285714285714,0.04109797836327543,0.8965950419378134,0.555,0.465,0.59,0.26,0.43,0.355,0.71,0.255
Historical,Cellphones,15,0.7142857142857142,0.6190476190476191,0.0762929928234203,0.6874582404786508,0.535,0.125,0.575,0.23,0.53,0.105,0.65,0.23
Historical,Cellphones,14,0.9047619047619049,0.3333333333333333,0.06438728515638645,0.7189955390604642,0.4472361809045226,0.04020100502512563,0.4153846153846154,0.358974358974359,0.4947916666666667,0.041666666666666664,0.4619883040935672,0.4152046783625731
Historical,Cellphones,19,0.3333333333333333,0.7777777777777778,0.041064331029342746,0.8504068443233257,0.62,0.355,0.665,0.155,0.53,0.32,0.735,0.12
Historical,Cellphones,12,0.7999999999999999,1.0,0.09635851123459334,0.6662430798045761,0.4072164948453608,0.13917525773195877,0.43103448275862066,0.14655172413793102,0.4438202247191011,0.16292134831460675,0.43859649122807015,0.09649122807017543
Historical,Cellphones,17,0.8666666666666666,0.8888888888888888,0.04991661215664831,0.8236407818351812,0.53,0.02,0.55,0.01,0.495,0.015,0.635,0.03
Historical,Cellphones,12,0.7999999999999999,1.0,0.08351661381701579,0.805226640539565,0.37433155080213903,0.11229946524064172,0.3387096774193548,0.04838709677419355,0.4011627906976744,0.08139534883720931,0.5128205128205128,0.16666666666666666
Historical,Cellphones,12,0.8666666666666666,0.7999999999999999,0.14126920205802512,0.29102941350711814,0.5166666666666667,0.1111111111111111,0.4533333333333333,0.14,0.5131578947368421,0.09210526315789473,0.49193548387096775,0.11290322580645161
Historical,Cellphones,15,0.9999999999999998,1.0,0.07120457022932893,0.806503323556217,0.56,0.01,0.565,0.0,0.51,0.0,0.655,0.0
Historical,Cellphones,13,0.7999999999999999,1.0,0.08785562134668819,0.7362718106347209,0.475,0.09,0.49162011173184356,0.1005586592178771,0.47,0.105,0.5517241379310345,0.13793103448275862
Historical,Cellphones,16,0.5,0.7142857142857142,0.04851448205464976,0.8506859169522831,0.495,0.245,0.5,0.15,0.505,0.2,0.58,0.15
Historical,Cellphones,18,0.7142857142857142,0.9047619047619049,0.038886073301580164,0.8968987089899335,0.5,0.12,0.635,0.045,0.535,0.115,0.82,0.06
Historical,Television,28,-0.7142857142857143,0.2,0.03239490416844018,0.39542546921507576,0.42441860465116277,0.877906976744186,0.4805194805194805,0.4090909090909091,0.4899328859060403,0.8120805369127517,0.5390070921985816,0.45390070921985815
Historical,Cellphones,12,0.7999999999999999,1.0,0.08569291804693611,0.7910563010751719,0.4293193717277487,0.13089005235602094,0.43333333333333335,0.11666666666666667,0.36,0.14285714285714285,0.5263157894736842,0.11842105263157894
Historical,Wet Flue Gas Desulfurization Systems,28,0.42857142857142855,-0.025641025641025637,0.03528008911181711,0.7647557163460778,0.46,0.265,0.415,0.46,0.4472361809045226,0.2613065326633166,0.4793814432989691,0.4948453608247423
Historical,Telephones,28,0.8095238095238096,-0.05494505494505495,0.029215735258782124,0.9079832352026386,0.495,0.03,0.435,0.47,0.51,0.03,0.4321608040201005,0.4723618090452261
Historical,Wet Flue Gas Desulfurization Systems,28,0.8571428571428571,0.4285714285714286,0.07740857853551479,0.6646085127827426,0.49,0.025,0.555,0.345,0.505,0.085,0.61,0.405
Historical,Television,28,-0.14285714285714285,0.025641025641025637,0.041476212737818006,0.46171515961608894,0.39,0.455,0.43,0.42,0.4494949494949495,0.5606060606060606,0.5482233502538071,0.5380710659898477
Historical,Cellphones,15,0.6428571428571428,0.7142857142857143,0.06957132831887385,0.4735990212253735,0.515,0.16,0.52,0.205,0.565,0.165,0.57,0.225
Historical,Cellphones,12,0.6,1.0,0.07127600901648251,0.8955785733636142,0.478494623655914,0.3279569892473118,0.5576923076923077,0.21153846153846154,0.47305389221556887,0.281437125748503,0.6363636363636364,0.18181818181818182
Historical,Cellphones,13,1.0,,0.05324517313168295,0.8443309243925008,0.4860335195530726,0.17318435754189945,0.38095238095238093,,0.4556213017751479,0.11242603550295859,0.4925373134328358,
Historical,Telephones,28,0.4666666666666667,0.4945054945054945,0.02777234176102758,0.7671550960496111,0.43005181347150256,0.17616580310880828,0.45555555555555555,0.2777777777777778,0.39766081871345027,0.19298245614035087,0.538961038961039,0.2857142857142857
Historical,Cellphones,15,0.33333333333333337,0.9999999999999999,0.052245271839574135,0.853117185539862,0.445,0.305,0.57,0.08,0.545,0.35,0.62,0.05
Historical,Telephones,28,-0.4666666666666666,0.6,0.024686477112477866,0.6946521003273245,0.45454545454545453,0.7525252525252525,0.4473684210526316,0.17894736842105263,0.3879781420765027,0.6939890710382514,0.4269005847953216,0.15789473684210525
Historical,Insect-Resistant Cotton,27,-0.05128205128205127,-0.0909090909090909,0.02872495936255154,0.95,0.49,0.52,0.507537688442211,0.5678391959798995,0.4321608040201005,0.46733668341708545,0.42424242424242425,0.4696969696969697
Historical,Herbicide-Tolerant Soybeans,27,-0.8181818181818181,-0.7454545454545454,0.025263883863616245,0.95,0.44,0.905,0.45685279187817257,0.8629441624365483,0.36787564766839376,0.9067357512953368,0.3858695652173913,0.8695652173913043
Historical,Herbicide-Tolerant Cotton,27,-0.7948717948717947,0.1818181818181818,0.027697917905714933,0.95,0.49238578680203043,0.9289340101522843,0.5128205128205128,0.40512820512820513,0.28415300546448086,0.8579234972677595,0.40229885057471265,0.3448275862068966
Historical,Herbicide-Tolerant Corn,24,-0.15555555555555553,-0.4444444444444444,0.03518876110097273,0.95,0.48,0.59,0.49,0.755,0.435,0.56,0.475,0.79
Historical,Insect-Resistant Corn,26,-0.1212121212121212,0.0909090909090909,0.030839212117263006,0.95,0.465,0.525,0.435,0.41,0.505,0.565,0.535,0.455
Historical,Cellphones,13,0.5238095238095238,0.3333333333333333,0.08541210234254762,0.7723141080185333,0.5025125628140703,0.25125628140703515,0.46875,0.421875,0.4947916666666667,0.17708333333333334,0.5202312138728323,0.4393063583815029
Historical,Cellphones,16,0.2222222222222222,0.42857142857142855,0.04552656390566321,0.918791297876108,0.535,0.425,0.63,0.33,0.48,0.365,0.555,0.315
Historical,Telephones,23,0.7090909090909091,0.9555555555555554,0.03774817887815951,0.7373395410571613,0.51,0.085,0.525,0.015,0.57,0.075,0.68,0.01
Historical,Cellphones,14,0.5238095238095238,0.8666666666666666,0.07235518894757072,0.6415307821577837,0.475,0.21,0.49748743718592964,0.09547738693467336,0.515,0.235,0.545,0.1
Historical,Cellphones,13,0.7333333333333333,0.9999999999999999,0.07966878448696846,0.8913106834100706,0.47,0.15,0.457286432160804,0.11557788944723618,0.5025125628140703,0.135678391959799,0.5027624309392266,0.13812154696132597
Historical,Air-Source Heat Pumps,20,-0.3636363636363636,-0.1272727272727273,0.06203675023297432,0.4317412974268066,0.425,0.7,0.485,0.555,0.485,0.735,0.525,0.605
Historical,Television,19,0.6428571428571428,0.23809523809523814,0.06961417531745737,0.20612258608717846,0.58,0.195,0.585,0.46,0.54,0.2,0.525,0.425
Historical,Television,26,0.2087912087912088,0.8717948717948716,0.038161812823082855,0.7815030071268828,0.4583333333333333,0.3888888888888889,0.4744525547445255,0.014598540145985401,0.44594594594594594,0.3310810810810811,0.5074626865671642,0.014925373134328358
Historical,Latent Heat Storage,20,0.9636363636363636,0.8666666666666666,0.08433038643826567,0.3305882690061113,0.5,0.005,0.5,0.03,0.585,0.0,0.515,0.02
Historical,Latent Heat Storage,17,0.9444444444444445,0.0,0.08756954292358304,0.3322573778636315,0.445,0.005,0.495,0.505,0.51,0.005,0.52,0.54
Historical,Lead-Acid Battery Storage,30,0.5294117647058822,0.65,0.06006118968526633,0.2624447341637522,0.46808510638297873,0.1595744680851064,0.4574468085106383,0.11702127659574468,0.5568181818181818,0.2215909090909091,0.5549132947976878,0.1329479768786127
Historical,Lead-Acid Battery Storage,30,0.7499999999999999,0.7999999999999999,0.046533690305058065,0.6896667768350295,0.52,0.085,0.535,0.035,0.5612244897959183,0.061224489795918366,0.5515463917525774,0.05670103092783505
Historical,Passenger Cars,20,0.4242424242424242,0.6363636363636364,0.04382295291193984,0.8773591740079574,0.54,0.285,0.555,0.165,0.495,0.22,0.58,0.16
Historical,Steamships,15,1.0,,0.046558165719877705,0.6240970085895645,0.5329949238578681,0.08629441624365482,0.5047619047619047,,0.4742857142857143,0.07428571428571429,0.5631067961165048,
Historical,Compact Fluorescent Light Bulbs,14,0.6190476190476191,0.9999999999999999,0.061213455388914255,0.913946184069748,0.51010101010101,0.20202020202020202,0.5025906735751295,0.09326424870466321,0.44387755102040816,0.17346938775510204,0.5478723404255319,0.0797872340425532
Historical,Desalination Capacity,40,0.49707602339181284,0.7254901960784316,0.042738235736273604,0.95,0.52,0.265,0.5,0.11,0.515,0.21,0.55,0.07
Historical,Television,12,-1.0,,0.05215480863374795,0.6953975011865126,0.2826086956521739,1.0,0.3333333333333333,,0.296875,1.0,0.5,
Historical,Lithium-Ion Battery Storage,12,0.6666666666666669,,0.08281167889532366,0.4489761543936625,0.4336283185840708,0.2743362831858407,0.2857142857142857,,0.4044943820224719,0.21348314606741572,0.25,
Historical,Sodium-Based Battery Storage,15,0.7333333333333333,0.7999999999999999,0.05774991174908817,0.34476834188822647,0.47,0.2,0.48148148148148145,0.14285714285714285,0.555,0.205,0.5439560439560439,0.14835164835164835
Historical,Sodium-Based Battery Storage,15,0.7333333333333333,0.6,0.05197748826558217,0.4899665325715527,0.49,0.17,0.4494949494949495,0.3181818181818182,0.47,0.125,0.49214659685863876,0.25654450261780104
Historical,Sodium-Based Battery Storage,17,0.6666666666666669,,0.08716462365175276,0.0,0.5586206896551724,0.3103448275862069,0.5865384615384616,,0.5590551181102362,0.29133858267716534,0.5375,
Historical,Flywheel Battery Storage,12,0.8666666666666666,-0.19999999999999998,0.11958962610256361,0.62886809978689,0.4896907216494845,0.08247422680412371,0.4797687861271676,0.6358381502890174,0.49404761904761907,0.10119047619047619,0.6187050359712231,0.7266187050359713
Historical,Sodium-Based Battery Storage,18,0.6666666666666669,,0.08541499969344556,0.0,0.45454545454545453,0.1487603305785124,0.4691358024691358,,0.5677966101694916,0.3220338983050847,0.5949367088607594,
Historical,Hydro Power,86,-0.4952380952380953,0.4736842105263158,0.03490027625780293,0.95,0.515,0.805,0.5,0.26,0.5,0.76,0.51,0.19
Historical,Jet Aircrafts,48,-0.12554112554112554,0.2285714285714286,0.03716159191613499,0.95,0.52,0.585,0.475,0.365,0.475,0.57,0.565,0.41
Historical,Passenger Cars,68,0.4356060606060606,0.012096774193548388,0.039960823439781475,0.95,0.52,0.27,0.515,0.51,0.505,0.275,0.535,0.535
Historical,Compact Flourescent Lightbulbs,14,0.6190476190476191,0.9999999999999999,0.06121345683789538,0.913946216234791,0.505,0.2,0.47959183673469385,0.04591836734693878,0.48186528497409326,0.08808290155440414,0.48633879781420764,0.04371584699453552
Historical,Bicycles,92,0.7674418604651163,0.9889258028792911,0.04986084230930411,0.95,0.5,0.04,0.49,0.0,0.535,0.025,0.555,0.0
Historical,Motorcycles,58,0.8029556650246304,0.164021164021164,0.042530227424203045,0.95,0.48,0.015,0.535,0.435,0.485,0.035,0.455,0.385
Historical,Washing Machines,58,0.7391304347826086,0.83399209486166,0.03411633488210537,0.95,0.505,0.105,0.47,0.06,0.48,0.07,0.52,0.02
Historical,Refrigerators,55,0.9999999999999998,-0.23809523809523814,0.023336132495732624,0.95,0.59,0.005,0.4,0.565,0.56,0.06,0.34536082474226804,0.4896907216494845
Historical,Laundry Dryers,72,0.5517241379310344,-0.43915343915343913,0.03278451410205723,0.95,0.505,0.185,0.495,0.69,0.52,0.185,0.47,0.73
Historical,Wind,29,0.48333333333333334,0.8476190476190477,0.04183901157740045,0.95,0.49,0.18,0.525,0.015,0.495,0.17,0.73,0.03
Historical,Concentrated Solar Power,34,0.7352941176470588,0.4871794871794871,0.07050714984499705,0.8713726192308026,0.53,0.055,0.5,0.23,0.6,0.05,0.635,0.39
Historical,Offshore Wind,17,0.6888888888888888,0.7777777777777778,0.0524177308484849,0.8671229597562228,0.485,0.065,0.515,0.075,0.495,0.075,0.56,0.065
Historical,High Speed Rail,23,0.45454545454545453,0.6444444444444444,0.026005029585169953,0.6826769034067074,0.5,0.275,0.605,0.135,0.535,0.24,0.73,0.165
Historical,Railroad Tracks,107,1.0,0.4666666666666666,0.03884686838886108,0.95,0.665,0.015,0.51,0.275,0.6121212121212121,0.06060606060606061,0.46357615894039733,0.23841059602649006
Historical,Latent Heat Storage,16,0.9444444444444445,0.7142857142857142,0.07871839839124543,0.49781085388817997,0.45,0.01,0.555,0.11,0.5,0.0,0.545,0.19
Historical,Lead-Acid Battery Storage,23,0.7435897435897434,0.2727272727272727,0.04347480970947702,0.35640167131843736,0.565,0.065,0.525,0.405,0.58,0.055,0.53,0.42
Historical,Pumped Hydro Storage,32,0.8166666666666667,0.2761904761904762,0.04378047891760601,0.8525413559149335,0.52,0.05,0.495,0.41,0.495,0.045,0.515,0.385
Historical,Sodium-Based Battery Storage,20,0.6,-0.05555555555555555,0.04900873322559059,0.2752177355442498,0.57,0.205,0.5,0.5555555555555556,0.51,0.19,0.4824120603015075,0.542713567839196
Historical,Wet Flue Gas Desulfurization Systems,27,0.9780219780219781,0.6666666666666665,0.03511464127482297,0.8198752417776761,0.505,0.0,0.505,0.16,0.494949494949495,0.04040404040404041,0.48936170212765956,0.1702127659574468
Historical,Desalination,40,0.49707602339181284,0.7254901960784316,0.042738235736273604,0.95,0.515,0.255,0.515,0.11,0.54,0.21,0.555,0.085
Historical,Herbicide-Tolerant Corn,22,-0.4909090909090909,-0.28888888888888886,0.02217974444806488,0.95,0.52,0.785,0.52,0.7,0.45,0.75,0.47,0.685
Historical,Insect-Resistant Corn,24,-0.2727272727272727,0.37777777777777777,0.0360074032362855,0.95,0.53,0.645,0.535,0.33,0.49,0.645,0.475,0.3
Historical,Insect-Resistant Cotton,25,-0.5151515151515151,0.2,0.03167798520164813,0.942079978714599,0.4587628865979381,0.7989690721649485,0.45077720207253885,0.40932642487046633,0.34285714285714286,0.7142857142857143,0.40625,0.31875
Historical,Herbicide-Resistant Cotton,25,0.1818181818181818,0.23636363636363636,0.032900256282238104,0.9432124081458143,0.42,0.385,0.48,0.38,0.47474747474747475,0.398989898989899,0.4427083333333333,0.34375
Historical,Herbicide-Resistant Soybeans,25,-0.9636363636363636,-0.9555555555555554,0.028680906786143837,0.95,0.4371859296482412,0.9949748743718593,0.4595959595959596,0.9595959595959596,0.4427083333333333,0.9947916666666666,0.4065934065934066,0.9725274725274725
Historical,Color TVs,38,-0.7385620915032681,-0.9558823529411764,0.02471718186897452,0.95,0.485,0.91,0.535,0.995,0.41,0.9,0.4,1.0
