stage,acc_dl,acc_sd,tcnull_dl
1,99.44444444444444,0.527046276694728,0.16666666666666666
walk,94.72222222222221,1.6101529717988277,14.833333333333334
walk_gated,93.0,1.7427096823731232,20.0
2,89.94444444444444,2.398559238324769,29.166666666666668
