idx,tech,country,scale,series_type,n_pts,year_start,excluded,excl_reason,end_frac,start_frac,s_score,r2_logistic,r2_linear,has_inflection,growth_range
257,Hydroelectricity,Iceland,National,saturating,55,1965,False,,1.0,0.019,0.2312,0.9931,0.7619,True,0.309
258,Renewable Power,Turkey,National,pre_saturation,57,1965,True,Truncated-start,0.914,0.559,,,,False,
275,Hydroelectricity,Sweden,National,pre_saturation,57,1965,True,Truncated-start,1.0,0.443,,,,False,
276,Hydroelectricity,Switzerland,National,pre_saturation,57,1965,True,Bell/Declining,0.689,0.0,,,,False,
277,Hydroelectricity,Turkey,National,pre_saturation,57,1965,True,Bell/Declining,0.433,0.0,,,,False,
279,Hydroelectricity,United Kingdom,National,pre_saturation,57,1965,True,Truncated-start,0.088,0.836,,,,False,
284,Renewable Power,World,Global,pre_saturation,57,1965,False,,1.0,0.0,0.0113,0.9755,0.9642,True,0.842
287,Hydroelectricity,Iran,National,pre_saturation,57,1965,False,,1.0,0.0,-0.0042,0.9842,0.9884,False,0.807
288,Hydroelectricity,Iraq,National,pre_saturation,57,1965,False,,1.0,0.0,-0.0124,0.9697,0.9821,True,0.772
290,Hydroelectricity,Spain,National,pre_saturation,57,1965,False,,1.0,0.119,-0.0162,0.5987,0.615,True,0.93
291,Hydroelectricity,Ireland,National,pre_saturation,57,1965,True,Truncated-start,0.091,1.0,,,,False,
292,Hydroelectricity,Italy,National,pre_saturation,57,1965,True,Truncated-start,0.653,0.91,,,,False,
295,Hydroelectricity,Luxembourg,National,pre_saturation,57,1965,True,Truncated-start,0.198,0.934,,,,False,
298,Hydroelectricity,Norway,National,pre_saturation,57,1965,False,,1.0,0.045,-0.0332,0.7774,0.8106,True,0.684
299,Hydroelectricity,Poland,National,pre_saturation,57,1965,False,,0.765,0.09,0.2425,0.8606,0.6181,True,0.561
300,Hydroelectricity,Portugal,National,pre_saturation,57,1965,False,,1.0,0.0,0.0252,0.7514,0.7263,True,0.825
301,Hydroelectricity,Romania,National,pre_saturation,57,1965,False,,1.0,0.0,0.1162,0.954,0.8378,True,0.667
302,Hydroelectricity,Slovakia,National,pre_saturation,57,1965,True,Truncated-start,0.202,1.0,,,,False,
304,Renewable Power,Sweden,National,pre_saturation,57,1965,False,,1.0,0.0,0.3128,0.9875,0.6747,True,0.263
305,Hydroelectricity,Mexico,National,pre_saturation,57,1965,False,,0.952,0.0,0.0241,0.9863,0.9623,True,0.632
308,Renewable Power,Poland,National,pre_saturation,57,1965,False,,1.0,0.0,0.001,0.7943,0.7932,True,0.86
313,Renewable Power,Italy,National,pre_saturation,57,1965,False,,0.933,0.0,-0.0144,0.9241,0.9385,True,0.684
318,Renewable Power,Iceland,National,saturating,57,1965,False,,1.0,0.0,0.2507,0.9883,0.7376,True,0.351
319,Renewable Power,Portugal,National,pre_saturation,57,1965,True,Truncated-start,0.114,0.564,,,,False,
321,Television,United States,National,pre_saturation,56,1946,False,,1.0,0.0,0.1009,0.9947,0.8939,False,0.482
322,Vacuums,United States,National,pre_saturation,57,1922,False,,1.0,0.0,-0.0255,0.9462,0.9717,True,0.842
323,Telephones,Democratic Republic of the Congo,National,pre_saturation,56,1947,False,,1.0,0.0,0.0485,0.9515,0.903,True,0.768
324,Home Air Conditioning,United States,National,saturating,55,1957,False,,1.0,0.0,-0.049,0.8287,0.8777,True,0.727
325,Telephones,Turkey,National,pre_saturation,56,1947,False,,1.0,0.0,0.0221,0.9863,0.9642,True,0.786
326,Telephones,Algeria,National,pre_saturation,58,1931,False,,1.0,0.0,0.0239,0.2635,0.2396,True,0.931
327,Passenger Cars,Uganda,National,pre_saturation,60,1938,True,Truncated-start,0.0,1.0,,,,False,
328,Television,Russia,National,pre_saturation,54,1946,False,,1.0,0.0,0.4774,0.9964,0.519,True,0.204
329,Radio,Jordan,National,pre_saturation,54,1946,False,,1.0,0.0,0.2436,0.9925,0.7489,True,0.333
330,Telephones,Angola,National,pre_saturation,56,1947,False,,1.0,0.0,0.9356,0.9883,0.0526,False,0.0
331,Railroad,South Korea,National,pre_saturation,54,1945,False,,1.0,0.0,0.1657,0.9987,0.833,True,0.148
332,Telephones,China,National,pre_saturation,54,1949,False,,1.0,0.0,-0.0068,0.9706,0.9775,True,0.63
333,Radio,Philippines,National,pre_saturation,54,1946,False,,1.0,0.0,-0.01,0.99,1.0,False,0.778
334,Radio,Ireland,National,pre_saturation,54,1946,False,,1.0,0.0,-0.0038,0.9723,0.9761,False,0.796
335,Passenger Cars,Israel,National,pre_saturation,56,1945,False,,1.0,0.0,-0.0112,0.9611,0.9723,True,0.732
336,Passenger Cars,South Korea,National,pre_saturation,55,1946,True,Bell/Declining,0.307,0.278,,,,False,
337,Passenger Cars,Mozambique,National,saturating,46,1929,False,,1.0,0.0,0.0156,0.9931,0.9775,False,0.696
338,Radio,Lebanon,National,pre_saturation,54,1946,False,,1.0,0.0,-0.0099,0.9839,0.9938,True,0.667
339,Radio,Nepal,National,pre_saturation,54,1946,False,,1.0,0.0,-0.0209,0.9348,0.9557,True,0.778
340,Radio,Iceland,National,pre_saturation,54,1946,False,,1.0,0.0,-0.0044,0.8479,0.8523,True,0.556
342,Radio,Pakistan,National,pre_saturation,53,1947,False,,1.0,0.0,0.002,0.9898,0.9879,False,0.774
343,Passenger Cars,Sri Lanka,National,pre_saturation,53,1945,False,,1.0,0.0,0.0005,0.9918,0.9913,True,0.755
344,Radio,India,National,pre_saturation,53,1947,False,,1.0,0.0,0.0119,0.9934,0.9815,False,0.755
345,Radio,Burma,National,pre_saturation,52,1948,False,,1.0,0.0,0.2806,0.9024,0.6218,True,0.577
346,Radio,Sri Lanka,National,pre_saturation,52,1948,False,,1.0,0.0,0.0411,0.9954,0.9542,False,0.654
347,Passenger Cars,Taiwan,National,pre_saturation,52,1946,True,Bell/Declining,0.589,0.0,,,,False,
348,Radio,Israel,National,pre_saturation,52,1948,False,,1.0,0.0,-0.0195,0.9739,0.9934,False,0.788
349,Telephones,Gabon,National,pre_saturation,54,1949,False,,1.0,0.0,0.1317,0.9779,0.8462,True,0.37
350,Radio,South Korea,National,pre_saturation,52,1948,False,,1.0,0.0,-0.0112,0.9886,0.9998,False,0.788
351,Television,France,National,pre_saturation,52,1950,False,,1.0,0.0,0.1574,0.9792,0.8217,False,0.519
352,Telephones,Mauritius,National,pre_saturation,52,1951,False,,1.0,0.0,-0.0361,0.8221,0.8581,True,0.692
353,Radio,Indonesia,National,pre_saturation,51,1949,False,,1.0,0.0,0.0233,0.9727,0.9494,True,0.725
354,Passenger Cars,Yemen,National,pre_saturation,51,1947,False,,1.0,0.066,0.0918,0.7408,0.649,True,0.686
355,Passenger Cars,Guatemala,National,pre_saturation,53,1928,True,Truncated-start,0.0,0.715,,,,False,
356,Railroad,Saudi Arabia,National,saturating,54,1945,False,,1.0,0.0,0.7866,0.9953,0.2087,True,0.074
357,Passenger Cars,Spain,National,pre_saturation,51,1948,False,,1.0,0.0,0.0153,0.9947,0.9795,True,0.745
358,Telephones,Cuba,National,pre_saturation,57,1932,False,,1.0,0.0,-0.0095,0.99,0.9996,False,0.754
359,Telephones,Pakistan,National,pre_saturation,51,1948,False,,1.0,0.0,0.0652,0.9767,0.9115,False,0.686
360,Radio,Syria,National,pre_saturation,54,1946,False,,1.0,0.0,0.0042,0.9649,0.9607,False,0.778
361,Television,Netherlands,National,pre_saturation,51,1952,False,,1.0,0.0,0.2098,0.9796,0.7698,False,0.451
362,Railroad,Pakistan,National,saturating,51,1948,False,,1.0,0.0,0.9306,0.9883,0.0577,False,0.0
363,Jet Aircraft,Boeing,National,pre_saturation,50,1958,False,,1.0,0.0,0.0032,0.9936,0.9904,False,0.7
364,Passenger Cars,Bangladesh,National,pre_saturation,50,1947,False,,1.0,0.0,-0.0152,0.9766,0.9917,True,0.74
365,Television,Switzerland,National,pre_saturation,49,1953,False,,1.0,0.0,0.0371,0.9826,0.9455,False,0.694
367,Telephones,Iran,National,pre_saturation,52,1951,False,,1.0,0.0,0.0237,0.9964,0.9728,True,0.538
368,Passenger Cars,El Salvador,National,saturating,58,1928,True,Bell/Declining,0.679,0.0,,,,False,
369,Television,Venezuela,National,pre_saturation,49,1953,False,,1.0,0.0,-0.0127,0.9376,0.9503,True,0.816
370,Radio,Libya,National,pre_saturation,48,1952,False,,1.0,0.0,-0.0116,0.9868,0.9984,False,0.75
371,Television,Cuba,National,pre_saturation,49,1953,False,,1.0,0.0,0.0285,0.9917,0.9632,True,0.633
372,Telephones,Ivory Coast,National,pre_saturation,50,1949,False,,1.0,0.0,-0.0285,0.9105,0.939,True,0.64
373,Telephones,Sudan,National,pre_saturation,48,1951,False,,1.0,0.0,0.0067,0.9673,0.9606,True,0.625
374,Passenger Cars,Jordan,National,pre_saturation,48,1950,False,,1.0,0.0,-0.003,0.8749,0.8779,True,0.875
375,Television,Brazil,National,pre_saturation,47,1953,False,,1.0,0.0,0.0641,0.9102,0.8461,False,0.83
376,Passenger Cars,Libya,National,pre_saturation,47,1947,False,,1.0,0.0,0.091,0.9839,0.8929,True,0.702
377,Telephones,Cameroon,National,pre_saturation,54,1949,False,,1.0,0.0,0.0336,0.9409,0.9073,True,0.426
378,Radio,Taiwan,National,pre_saturation,47,1953,False,,1.0,0.0,-0.0112,0.9888,1.0,False,0.787
379,Passenger Cars,Pakistan,National,pre_saturation,47,1947,False,,1.0,0.0,-0.0115,0.9879,0.9994,False,0.83
380,Radio,Cambodia,National,pre_saturation,47,1953,False,,1.0,0.0,0.3392,0.9953,0.6561,True,0.319
381,Passenger Cars,Tunisia,National,pre_saturation,46,1948,False,,1.0,0.0,-0.0056,0.9896,0.9953,False,0.783
382,Passenger Cars,Iran,National,pre_saturation,48,1950,False,,1.0,0.0,-0.0166,0.9772,0.9938,False,0.854
383,Television,Dominican Republic,National,pre_saturation,47,1953,False,,1.0,0.0,-0.0255,0.8949,0.9204,True,0.872
385,Railroad,Bangladesh,National,saturating,42,1947,False,,1.0,0.0,0.0179,0.694,0.6761,True,0.762
386,Railroad,Israel,National,saturating,46,1948,False,,0.906,0.0,0.6002,0.9754,0.3752,True,0.196
387,Television,Germany,National,pre_saturation,46,1955,False,,1.0,0.0,0.0345,0.9957,0.9612,True,0.63
388,Passenger Cars,Ethiopia,National,pre_saturation,45,1949,False,,1.0,0.0,0.0556,0.9784,0.9228,False,0.733
389,Television,Argentina,National,pre_saturation,47,1953,False,,1.0,0.0,-0.0131,0.9805,0.9935,False,0.83
390,Passenger Cars,Hong Kong,National,pre_saturation,45,1953,False,,1.0,0.0,-0.0015,0.9858,0.9874,False,0.778
391,Telephones,Morocco,National,pre_saturation,51,1938,False,,1.0,0.0,0.0064,0.9848,0.9784,True,0.608
392,Passenger Cars,Angola,National,pre_saturation,56,1937,False,,0.999,0.077,0.4123,0.9888,0.5766,True,0.089
393,Radio,Tunisia,National,pre_saturation,44,1956,False,,1.0,0.0,0.001,0.9538,0.9528,False,0.795
394,Telephones,Benin,National,pre_saturation,44,1959,False,,1.0,0.0,0.66,0.9963,0.3363,True,0.136
395,Radio,Sudan,National,pre_saturation,44,1956,False,,1.0,0.0,-0.0085,0.9908,0.9993,False,0.75
396,Telephones,Senegal,National,pre_saturation,44,1959,False,,1.0,0.0,0.0455,0.9311,0.8855,False,0.773
397,Passenger Cars,Gabon,National,pre_saturation,45,1949,False,,1.0,0.0,0.0742,0.9965,0.9224,True,0.333
398,Passenger Cars,Zambia,National,pre_saturation,44,1948,False,,1.0,0.0,0.0167,0.9846,0.9679,False,0.75
400,Radio,Morocco,National,pre_saturation,44,1956,False,,1.0,0.0,-0.004,0.9922,0.9962,False,0.727
401,Television,Spain,National,pre_saturation,44,1956,False,,1.0,0.0,0.201,0.9977,0.7968,True,0.364
402,Passenger Cars,Mauritania,National,pre_saturation,46,1956,False,,1.0,0.0,-0.0025,0.9055,0.908,True,0.87
403,Television,Finland,National,saturating,43,1960,False,,1.0,0.0,-0.0032,0.9929,0.9961,False,0.744
404,Television,Uruguay,National,pre_saturation,44,1956,False,,1.0,0.0,-0.0095,0.9789,0.9884,False,0.795
405,Television,El Salvador,National,pre_saturation,44,1956,False,,1.0,0.0,-0.0075,0.9884,0.9959,False,0.773
406,Television,Panama,National,pre_saturation,43,1960,False,,1.0,0.0,-0.0231,0.8536,0.8767,True,0.884
407,Television,Japan,National,pre_saturation,43,1960,False,,1.0,0.0,0.0025,0.9961,0.9935,False,0.698
408,Radio,Malaysia,National,pre_saturation,43,1957,True,Truncated-start,0.558,1.0,,,,False,
409,Television,Portugal,National,pre_saturation,43,1957,False,,1.0,0.0,-0.0032,0.9881,0.9913,False,0.767
410,Radio,Ghana,National,pre_saturation,43,1957,False,,1.0,0.0,-0.0079,0.9914,0.9992,False,0.744
411,Television,Ireland,National,pre_saturation,43,1960,False,,1.0,0.0,0.0409,0.9955,0.9547,False,0.558
412,Passenger Cars,Chad,National,saturating,40,1949,False,,1.0,0.0,0.089,0.9919,0.9029,True,0.475
413,Television,Austria,National,pre_saturation,43,1960,False,,1.0,0.0,-0.0036,0.9879,0.9915,False,0.767
414,Television,Saudi Arabia,National,pre_saturation,43,1960,False,,1.0,0.0,0.023,0.9848,0.9618,False,0.721
415,Television,Belgium,National,pre_saturation,43,1957,False,,1.0,0.0,0.0775,0.9048,0.8273,False,0.744
416,Television,Romania,National,pre_saturation,43,1957,False,,1.0,0.0,0.0151,0.9781,0.9631,False,0.767
417,Passenger Cars,Botswana,National,pre_saturation,46,1953,False,,1.0,0.0,-0.011,0.989,1.0,False,0.783
418,Steamships,France,National,pre_saturation,42,1838,False,,1.0,0.0,-0.0305,0.9206,0.9511,True,0.738
419,Passenger Cars,Republic of the Congo,National,pre_saturation,49,1949,False,,1.0,0.0,0.0194,0.9884,0.969,True,0.571
420,Telephones,Ethiopia,National,pre_saturation,43,1951,False,,1.0,0.0,0.0592,0.8389,0.7797,True,0.674
421,Telephones,Mozambique,National,pre_saturation,42,1947,False,,1.0,0.0,0.3494,0.9968,0.6474,True,0.286
422,Radio,Suriname,National,pre_saturation,50,1950,False,,1.0,0.0,0.0908,0.875,0.7842,False,0.72
423,Television,India,National,pre_saturation,42,1960,False,,1.0,0.0,0.0165,0.5968,0.5804,True,0.929
424,Television,Hungary,National,pre_saturation,42,1960,False,,1.0,0.0,0.0024,0.987,0.9846,False,0.762
425,Radio,Guinea,National,pre_saturation,42,1958,False,,1.0,0.0,-0.0032,0.9921,0.9953,False,0.762
426,Television,New Zealand,National,pre_saturation,42,1960,False,,1.0,0.0,0.0495,0.9935,0.944,True,0.595
427,Television,South Korea,National,pre_saturation,42,1960,False,,1.0,0.0,0.1167,0.9956,0.8789,True,0.452
428,Television,Haiti,National,pre_saturation,42,1960,False,,1.0,0.0,0.0555,0.9897,0.9341,True,0.595
429,Crop Harvester,Zimbabwe,National,saturating,41,1961,False,,1.0,0.0,-0.0317,0.8773,0.909,True,0.854
430,Crop Harvester,Cuba,National,saturating,41,1961,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.78
431,Crop Harvester,Jordan,National,pre_saturation,41,1961,False,,1.0,0.0,0.3564,0.9988,0.6424,True,0.171
432,Crop Harvester,Sweden,National,saturating,22,1961,False,,1.0,0.0,-0.0095,0.9882,0.9977,False,0.773
433,Crop Harvester,Indonesia,National,saturating,41,1961,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.78
434,Crop Harvester,Bulgaria,National,saturating,19,1961,True,Truncated-start,1.0,0.77,,,,False,
435,Television,China,National,pre_saturation,41,1959,False,,1.0,0.0,0.0752,0.9855,0.9102,True,0.61
438,Crop Harvester,Philippines,National,saturating,41,1961,False,,1.0,0.0,-0.0036,0.9574,0.961,False,0.805
439,Crop Harvester,Guatemala,National,saturating,41,1961,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.78
440,Television,Norway,National,pre_saturation,41,1959,False,,1.0,0.0,0.035,0.9949,0.9598,True,0.61
441,Crop Harvester,France,National,saturating,16,1961,False,,1.0,0.0,-0.0128,0.9872,1.0,False,0.75
442,Crop Harvester,Russia,National,pre_saturation,41,1961,True,Truncated-start,0.979,0.933,,,,False,
443,Crop Harvester,India,National,saturating,41,1961,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.78
444,Crop Harvester,Mali,National,saturating,41,1961,False,,1.0,0.0,0.1454,0.9992,0.8538,True,0.195
445,Crop Harvester,Papua New Guinea,National,saturating,41,1961,False,,1.0,0.0,0.0345,0.7945,0.7599,True,0.78
446,Crop Harvester,Germany,National,saturating,19,1961,False,,1.0,0.0,-0.0119,0.9877,0.9996,False,0.789
447,Crop Harvester,Romania,National,pre_saturation,41,1961,False,,1.0,0.0,-0.002,0.9864,0.9884,False,0.805
448,Crop Harvester,Albania,National,pre_saturation,41,1961,False,,1.0,0.0,0.0064,0.9797,0.9733,False,0.78
449,Crop Harvester,Pakistan,National,saturating,41,1961,False,,1.0,0.0,0.0427,0.9962,0.9535,False,0.61
450,Crop Harvester,Senegal,National,saturating,41,1961,False,,1.0,0.0,0.3675,0.9988,0.6313,True,0.22
451,Crop Harvester,Saudi Arabia,National,pre_saturation,41,1961,False,,0.89,0.0,0.069,0.9956,0.9266,True,0.537
452,Crop Harvester,Chad,National,saturating,31,1961,False,,1.0,0.0,0.0047,0.9857,0.981,False,0.742
453,Crop Harvester,Suriname,National,saturating,41,1961,False,,1.0,0.0,-0.0307,0.8266,0.8574,True,0.805
454,Crop Harvester,Hungary,National,pre_saturation,41,1961,False,,1.0,0.0,0.0024,0.9962,0.9938,False,0.732
455,Crop Harvester,Chile,National,saturating,41,1961,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.805
456,Crop Harvester,Mauritania,National,saturating,41,1961,False,,1.0,0.0,-0.043,0.8281,0.8711,True,0.78
457,Crop Harvester,Austria,National,saturating,21,1961,False,,1.0,0.0,-0.0106,0.988,0.9986,False,0.762
458,Crop Harvester,Iraq,National,pre_saturation,41,1961,False,,1.0,0.0,-0.0002,0.9714,0.9716,False,0.78
459,Crop Harvester,Republic of the Congo,National,saturating,41,1961,True,Bell/Declining,0.286,0.286,,,,False,
460,Crop Harvester,Denmark,National,saturating,15,1961,False,,1.0,0.0,-0.013,0.987,1.0,False,0.733
461,Crop Harvester,Brazil,National,saturating,41,1961,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.78
462,Television,Lebanon,National,pre_saturation,41,1959,False,,1.0,0.0,0.3335,0.9794,0.6459,True,0.293
464,Television,Costa Rica,National,pre_saturation,41,1959,False,,1.0,0.0,0.0262,0.9951,0.9689,True,0.61
465,Crop Harvester,Belgium,National,saturating,18,1961,False,,1.0,0.0,-0.0123,0.9875,0.9998,False,0.778
466,Television,Sweden,National,pre_saturation,41,1960,False,,1.0,0.0,0.0067,0.9972,0.9905,True,0.683
467,Crop Harvester,Oman,National,saturating,41,1961,False,,1.0,0.0,0.3809,0.8905,0.5096,True,0.293
468,Crop Harvester,Colombia,National,saturating,41,1961,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.78
469,Crop Harvester,Ecuador,National,pre_saturation,41,1961,False,,1.0,0.0,0.0521,0.9905,0.9385,True,0.512
470,Crop Harvester,Spain,National,pre_saturation,41,1961,False,,1.0,0.0,0.0443,0.9895,0.9452,False,0.634
471,Crop Harvester,Poland,National,saturating,41,1961,False,,1.0,0.0,0.2244,0.9365,0.7121,True,0.707
472,Crop Harvester,Greece,National,pre_saturation,41,1961,False,,1.0,0.0,0.1547,0.8824,0.7277,False,0.805
473,Crop Harvester,Portugal,National,pre_saturation,41,1961,False,,1.0,0.0,0.0199,0.9918,0.9718,True,0.683
474,Crop Harvester,Algeria,National,pre_saturation,41,1961,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.78
475,Crop Harvester,Lebanon,National,pre_saturation,41,1961,False,,0.988,0.0,-0.0088,0.9862,0.995,True,0.683
476,Crop Harvester,Italy,National,pre_saturation,41,1961,False,,1.0,0.0,-0.0071,0.9904,0.9975,False,0.756
477,Crop Harvester,Costa Rica,National,saturating,41,1961,False,,1.0,0.0,0.0799,0.9932,0.9134,True,0.561
478,Crop Harvester,Belize,National,saturating,41,1961,False,,1.0,0.0,0.0723,0.9946,0.9222,True,0.39
479,Crop Harvester,Turkey,National,pre_saturation,41,1961,False,,0.972,0.0,0.2077,0.8217,0.6141,True,0.707
480,Crop Harvester,Uganda,National,saturating,41,1961,False,,1.0,0.0,0.3951,0.9973,0.6022,True,0.244
482,Television,Bulgaria,National,pre_saturation,41,1959,False,,1.0,0.0,0.0057,0.9881,0.9824,False,0.756
483,Television,Kuwait,National,pre_saturation,41,1961,False,,1.0,0.0,0.0372,0.9975,0.9602,True,0.537
484,Television,Iraq,National,pre_saturation,41,1960,False,,1.0,0.0,-0.0175,0.8546,0.8721,True,0.585
486,Crop Harvester,Zambia,National,saturating,41,1961,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.78
487,Crop Harvester,Mongolia,National,saturating,28,1961,False,,0.952,0.0,0.1892,0.9915,0.8023,False,0.429
488,Crop Harvester,Venezuela,National,saturating,41,1961,False,,1.0,0.0,-0.0079,0.9619,0.9698,False,0.805
489,Crop Harvester,Madagascar,National,saturating,41,1961,False,,1.0,0.0,0.0227,0.9817,0.959,False,0.756
490,Crop Harvester,Botswana,National,saturating,41,1961,False,,1.0,0.0,0.0633,0.989,0.9257,True,0.488
491,Crop Harvester,Guyana,National,saturating,41,1961,False,,1.0,0.0,-0.0115,0.9656,0.977,False,0.805
492,Crop Harvester,Syria,National,pre_saturation,41,1961,False,,0.872,0.0,0.1562,0.9822,0.8259,True,0.463
493,Crop Harvester,Norway,National,pre_saturation,41,1961,False,,1.0,0.0,0.0056,0.9961,0.9905,True,0.707
494,Crop Harvester,Egypt,National,saturating,41,1961,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.78
495,Crop Harvester,Iceland,National,pre_saturation,41,1961,True,Truncated-start,1.0,0.5,,,,False,
497,Crop Harvester,Libya,National,saturating,41,1961,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.78
498,Crop Harvester,Yemen,National,pre_saturation,41,1961,False,,1.0,0.0,0.3809,0.8905,0.5096,True,0.293
499,Crop Harvester,Sierra Leone,National,saturating,41,1961,True,Truncated-start,1.0,1.0,,,,False,
500,Crop Harvester,United Kingdom,National,saturating,12,1961,False,,1.0,0.0,-0.0138,0.9862,1.0,False,0.667
501,Crop Harvester,Switzerland,National,pre_saturation,41,1961,False,,1.0,0.0,-0.0071,0.9905,0.9976,False,0.78
502,Crop Harvester,Gambia,National,saturating,41,1961,True,Truncated-start,1.0,1.0,,,,False,
503,Crop Harvester,Japan,National,pre_saturation,41,1961,False,,1.0,0.0,-0.0061,0.98,0.9861,False,0.805
504,Crop Harvester,Israel,National,pre_saturation,41,1961,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.78
505,Crop Harvester,Sudan,National,saturating,41,1961,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.756
506,Crop Harvester,Bolivia,National,saturating,41,1961,False,,1.0,0.0,-0.0102,0.9892,0.9994,False,0.756
507,Crop Harvester,Netherlands,National,saturating,13,1961,False,,1.0,0.0,-0.0132,0.9866,0.9998,False,0.692
508,Crop Harvester,Finland,National,pre_saturation,41,1961,False,,1.0,0.0,0.0315,0.9658,0.9343,True,0.732
509,Crop Harvester,Tunisia,National,saturating,34,1961,False,,1.0,0.0,-0.0074,0.9811,0.9885,False,0.794
511,Crop Harvester,El Salvador,National,saturating,41,1961,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.78
512,Crop Harvester,Mexico,National,pre_saturation,41,1961,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.78
513,Crop Harvester,Panama,National,pre_saturation,41,1961,False,,1.0,0.0,-0.0121,0.9874,0.9996,False,0.78
514,Crop Harvester,China,National,pre_saturation,41,1961,True,Truncated-start,1.0,0.97,,,,False,
515,Crop Harvester,Morocco,National,saturating,30,1961,True,Truncated-start,0.208,1.0,,,,False,
517,Passenger Cars,Ghana,National,pre_saturation,43,1951,False,,1.0,0.0,-0.0055,0.9929,0.9984,False,0.744
518,Telephones,Tunisia,National,pre_saturation,42,1947,False,,1.0,0.0,0.034,0.9963,0.9622,True,0.667
519,Telephones,Madagascar,National,pre_saturation,42,1947,False,,1.0,0.0,-0.0016,0.968,0.9695,True,0.667
520,Crop Harvester,Iran,National,saturating,41,1961,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.78
521,Telephones,Indonesia,National,pre_saturation,42,1947,False,,1.0,0.0,-0.0183,0.9745,0.9928,False,0.857
522,Crop Harvester,South Africa,National,pre_saturation,41,1961,False,,1.0,0.0,-0.0121,0.9848,0.9969,False,0.805
523,Radio,Republic of the Congo,National,pre_saturation,40,1960,False,,1.0,0.0,-0.0007,0.993,0.9937,False,0.75
524,Radio,Madagascar,National,pre_saturation,40,1960,False,,1.0,0.0,0.0084,0.9926,0.9842,False,0.675
525,Radio,Democratic Republic of the Congo,National,pre_saturation,40,1960,False,,1.0,0.0,-0.0102,0.9883,0.9985,False,0.775
526,Radio,Niger,National,pre_saturation,40,1960,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.8
527,Radio,Mongolia,National,pre_saturation,40,1960,False,,1.0,0.0,-0.0093,0.9902,0.9995,False,0.775
528,Radio,Chad,National,pre_saturation,40,1960,False,,1.0,0.0,0.0856,0.9332,0.8476,False,0.75
529,Radio,Senegal,National,pre_saturation,40,1960,False,,1.0,0.0,-0.0103,0.9896,0.9999,False,0.775
530,Radio,Benin,National,pre_saturation,40,1960,False,,1.0,0.0,0.089,0.9918,0.9028,True,0.475
531,Radio,Nigeria,National,pre_saturation,40,1960,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.8
532,Television,United Kingdom,National,pre_saturation,40,1960,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.8
533,Radio,Central African Republic,National,pre_saturation,40,1960,True,Bell/Declining,0.012,0.0,,,,False,
534,Radio,Somalia,National,pre_saturation,40,1960,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.8
535,Radio,Ivory Coast,National,pre_saturation,40,1960,False,,1.0,0.0,0.089,0.9919,0.9029,True,0.475
536,Colour TV,United States,National,pre_saturation,40,1966,False,,1.0,0.0,-0.0,0.9947,0.9947,False,0.75
537,Telephones,Botswana,National,pre_saturation,40,1963,False,,1.0,0.0,0.1374,0.9992,0.8618,True,0.2
538,Television,Poland,National,pre_saturation,40,1960,False,,1.0,0.0,-0.0024,0.9915,0.9938,False,0.75
539,Television,Luxembourg,National,pre_saturation,40,1960,False,,1.0,0.0,-0.009,0.9846,0.9937,False,0.8
540,Radio,Gabon,National,pre_saturation,40,1960,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.8
541,Radio,Burkina Faso,National,pre_saturation,40,1960,False,,1.0,0.0,-0.0208,0.9731,0.9939,False,0.8
542,Television,Guatemala,National,pre_saturation,40,1960,False,,1.0,0.0,0.0405,0.9726,0.9322,True,0.65
543,Radio,Mauritania,National,pre_saturation,40,1960,False,,1.0,0.0,-0.0012,0.9545,0.9557,False,0.825
544,Television,Mexico,National,pre_saturation,40,1960,False,,1.0,0.0,0.0097,0.8677,0.858,False,0.85
545,Television,Nicaragua,National,pre_saturation,40,1960,False,,1.0,0.292,0.0145,0.8387,0.8242,False,0.925
546,Television,Colombia,National,pre_saturation,40,1960,False,,1.0,0.0,0.2303,0.9293,0.6989,True,0.6
547,Television,Thailand,National,pre_saturation,40,1960,False,,1.0,0.0,-0.0185,0.9161,0.9346,False,0.875
548,Television,Morocco,National,pre_saturation,40,1960,False,,1.0,0.0,0.4326,0.9978,0.5652,True,0.225
549,Television,Iran,National,pre_saturation,40,1960,False,,1.0,0.0,0.2278,0.9878,0.7599,True,0.375
