idx,tech,country,scale,series_type,n_pts,year_start,excluded,excl_reason,end_frac,start_frac,s_score,r2_logistic,r2_linear,has_inflection,growth_range
947,Radio,Papua New Guinea,National,pre_saturation,25,1975,False,,1.0,0.0,-0.0005,0.9891,0.9896,False,0.76
950,Steamships,Cuba,National,pre_saturation,25,1900,True,Truncated-start,1.0,0.391,,,,False,
951,Radio,Angola,National,pre_saturation,25,1975,False,,1.0,0.0,-0.0007,0.989,0.9897,False,0.76
952,Television,Angola,National,pre_saturation,25,1975,False,,1.0,0.0,-0.0109,0.9882,0.9991,False,0.76
953,Television,Benin,National,pre_saturation,25,1977,True,Truncated-start,0.069,1.0,,,,False,
954,Radio,Mozambique,National,pre_saturation,25,1975,False,,1.0,0.0,0.0274,0.9908,0.9634,False,0.64
955,Television,Afghanistan,National,pre_saturation,24,1978,False,,1.0,0.0,-0.0071,0.9885,0.9956,False,0.792
956,Telephones,Czech Republic,National,saturating,24,1979,False,,1.0,0.0,-0.0075,0.9885,0.996,False,0.792
957,Television,Rwanda,National,pre_saturation,24,1975,False,,1.0,0.0,-0.0119,0.9881,1.0,False,0.75
958,Radio,Vietnam,National,pre_saturation,24,1976,False,,1.0,0.0,-0.0119,0.9881,1.0,False,0.75
960,Television,Vietnam,National,pre_saturation,24,1976,False,,1.0,0.0,-0.0119,0.9881,1.0,False,0.75
961,Household Internet Access,United States,National,pre_saturation,24,1993,False,,1.0,0.0,0.0017,0.9894,0.9877,False,0.75
962,Television,Burma,National,pre_saturation,23,1980,False,,1.0,0.0,-0.0109,0.9881,0.9991,False,0.739
965,Onshore Wind Energy,Hungary,National,saturating,23,2000,False,,1.0,0.0,0.0227,0.9913,0.9686,False,0.652
975,Onshore Wind Energy,India,National,pre_saturation,23,2000,False,,1.0,0.0,0.0163,0.9907,0.9744,False,0.696
977,Onshore Wind Energy,Poland,National,pre_saturation,23,2000,False,,1.0,0.0,-0.0116,0.9881,0.9997,False,0.739
978,Onshore Wind Energy,Portugal,National,pre_saturation,23,2000,False,,1.0,0.0,-0.0074,0.9884,0.9958,False,0.783
980,Onshore Wind Energy,Republic of Korea,National,pre_saturation,23,2000,False,,1.0,0.0,-0.006,0.9886,0.9945,False,0.783
992,Onshore Wind Energy,Sweden,National,pre_saturation,23,2000,False,,1.0,0.0,-0.0112,0.9881,0.9993,False,0.739
993,Onshore Wind Energy,Switzerland,National,saturating,23,2000,False,,1.0,0.0,0.0227,0.9913,0.9686,False,0.652
995,Onshore Wind Energy,France,National,pre_saturation,23,2000,False,,1.0,0.0,0.0163,0.9904,0.9741,False,0.696
996,Onshore Wind Energy,Finland,National,pre_saturation,23,2000,False,,1.0,0.0,0.0339,0.9909,0.957,False,0.609
997,Onshore Wind Energy,Spain,National,pre_saturation,23,2000,False,,1.0,0.0,-0.0109,0.9881,0.999,False,0.783
1000,Onshore Wind Energy,Greece,National,pre_saturation,23,2000,False,,1.0,0.0,-0.0023,0.9889,0.9912,False,0.739
1002,Onshore Wind Energy,Germany,National,pre_saturation,23,2000,False,,1.0,0.0,-0.0111,0.9881,0.9992,False,0.739
1010,Onshore Wind Energy,Luxembourg,National,pre_saturation,23,2000,True,Truncated-start,0.001,1.0,,,,False,
1011,Onshore Wind Energy,Netherlands (Kingdom of the),National,pre_saturation,23,2000,False,,1.0,0.0,0.0364,0.9906,0.9542,False,0.609
1022,Onshore Wind Energy,Japan,National,pre_saturation,23,2000,False,,1.0,0.0,-0.0117,0.9881,0.9998,False,0.739
1028,Onshore Wind Energy,Italy,National,pre_saturation,23,2000,False,,1.0,0.0,-0.0023,0.9889,0.9912,False,0.739
1030,Onshore Wind Energy,Ireland,National,pre_saturation,23,2000,False,,1.0,0.0,-0.0018,0.9889,0.9907,False,0.739
1035,Onshore Wind Energy,New Caledonia,National,saturating,23,2000,False,,1.0,0.0,0.0341,0.9908,0.9567,False,0.609
1042,Telephones,Yemen,National,pre_saturation,23,1980,False,,1.0,0.0,0.0018,0.9892,0.9874,False,0.739
1044,Onshore Wind Energy,Belarus,National,saturating,23,2000,False,,1.0,0.0,-0.0091,0.9883,0.9973,False,0.783
1045,Onshore Wind Energy,Belgium,National,pre_saturation,23,2000,False,,1.0,0.0,-0.0034,0.9888,0.9922,False,0.739
1050,Onshore Wind Energy,Brazil,National,pre_saturation,23,2000,False,,1.0,0.0,0.0485,0.9883,0.9397,False,0.609
1055,Onshore Wind Energy,Canada,National,pre_saturation,23,2000,False,,1.0,0.0,-0.0109,0.9881,0.999,False,0.783
1059,Onshore Wind Energy,Argentina,National,pre_saturation,23,2000,False,,1.0,0.0,0.0146,0.9906,0.976,False,0.696
1062,Onshore Wind Energy,Australia,National,pre_saturation,23,2000,False,,1.0,0.0,-0.01,0.9882,0.9982,False,0.783
1063,Onshore Wind Energy,Austria,National,pre_saturation,23,2000,False,,1.0,0.0,0.0134,0.9902,0.9768,False,0.696
1068,Onshore Wind Energy,United Kingdom of Great Britain and Northern Ireland,National,pre_saturation,23,2000,False,,1.0,0.0,-0.0062,0.9885,0.9947,False,0.783
1076,Onshore Wind Energy,United States of America,National,pre_saturation,23,2000,False,,1.0,0.0,-0.0017,0.989,0.9907,False,0.739
1080,Onshore Wind Energy,Ukraine,National,pre_saturation,23,2000,False,,1.0,0.0,0.0005,0.9892,0.9887,False,0.739
1090,Onshore Wind Energy,Costa Rica,National,saturating,22,2000,False,,1.0,0.0,0.0098,0.9905,0.9807,False,0.682
1091,Onshore Wind Energy,Czechia,National,saturating,23,2000,True,Truncated-start,0.0,1.0,,,,False,
1092,Onshore Wind Energy,Chinese Taipei,National,pre_saturation,23,2000,False,,1.0,0.0,-0.0085,0.9883,0.9968,False,0.783
1094,Onshore Wind Energy,China,National,pre_saturation,23,2000,False,,1.0,0.0,-0.0071,0.9884,0.9955,False,0.783
1095,Onshore Wind Energy,Chile,National,pre_saturation,23,2000,False,,1.0,0.0,0.0227,0.9913,0.9686,False,0.652
1101,Onshore Wind Energy,Denmark,National,pre_saturation,23,2000,False,,1.0,0.0,0.0056,0.9895,0.9839,False,0.739
1105,Solar Photovoltaic,United Kingdom of Great Britain and Northern Ireland,National,pre_saturation,22,2000,False,,1.0,0.0,-0.0121,0.9879,1.0,False,0.727
1106,Solar Photovoltaic,United States of America,National,pre_saturation,22,2000,False,,1.0,0.0,-0.0118,0.988,0.9997,False,0.773
1107,Passenger Cars,Lesotho,National,pre_saturation,22,1970,True,Truncated-start,1.0,0.417,,,,False,
1108,Geothermal Energy,Japan,National,saturating,14,2000,True,Truncated-start,1.0,1.0,,,,False,
1109,Geothermal Energy,Italy,National,pre_saturation,22,2000,True,Truncated-start,0.002,1.0,,,,False,
1110,Geothermal Energy,Indonesia,National,pre_saturation,22,2000,False,,1.0,0.0,0.0098,0.9905,0.9807,False,0.682
1111,Geothermal Energy,Iceland,National,pre_saturation,22,2000,False,,1.0,0.0,0.0098,0.9905,0.9807,False,0.682
1112,Telephones,Somalia,National,pre_saturation,22,1981,True,Truncated-start,0.896,1.0,,,,False,
1113,Geothermal Energy,Costa Rica,National,saturating,22,2000,True,Truncated-start,1.0,1.0,,,,False,
1114,Television,Sri Lanka,National,pre_saturation,23,1979,False,,1.0,0.0,0.0169,0.9905,0.9736,False,0.696
1116,Geothermal Energy,United States of America,National,pre_saturation,22,2000,True,Truncated-start,0.142,1.0,,,,False,
1117,Geothermal Energy,Türkiye,National,pre_saturation,22,2000,True,Truncated-start,1.0,1.0,,,,False,
1120,Geothermal Energy,Nicaragua,National,pre_saturation,22,2000,False,,1.0,0.0,0.0463,0.9894,0.9431,False,0.591
1121,Geothermal Energy,New Zealand,National,pre_saturation,22,2000,True,Truncated-start,0.983,1.0,,,,False,
1122,Geothermal Energy,Mexico,National,pre_saturation,22,2000,True,Truncated-start,0.602,1.0,,,,False,
1123,Telephones,Equatorial Guinea,National,pre_saturation,22,1981,False,,1.0,0.0,-0.012,0.9879,1.0,False,0.727
1124,Television,Guinea,National,pre_saturation,22,1978,False,,1.0,0.0,-0.0121,0.9879,1.0,False,0.727
1125,Telephones,Guinea-Bissau,National,pre_saturation,22,1981,False,,1.0,0.0,-0.0088,0.9883,0.997,False,0.773
1126,Offshore Wind Energy,Sweden,National,saturating,22,2000,False,,1.0,0.0,0.0098,0.9905,0.9807,False,0.682
1128,Solar Photovoltaic,Slovenia,National,pre_saturation,22,2000,True,Truncated-start,1.0,1.0,,,,False,
1129,Solar Thermal Energy,United States of America,National,saturating,21,2000,True,Truncated-start,0.291,1.0,,,,False,
1131,Solar Photovoltaic,Japan,National,pre_saturation,22,2000,False,,1.0,0.0,-0.0086,0.9882,0.9968,False,0.773
1132,Solar Photovoltaic,Spain,National,pre_saturation,22,2000,False,,1.0,0.0,-0.0086,0.9882,0.9968,False,0.773
1133,Solar Photovoltaic,Italy,National,pre_saturation,22,2000,False,,1.0,0.0,0.0007,0.9888,0.9881,False,0.727
1134,Solar Photovoltaic,Sri Lanka,National,pre_saturation,22,2000,True,Truncated-start,1.0,1.0,,,,False,
1135,Solar Photovoltaic,Germany,National,pre_saturation,22,2000,False,,1.0,0.0,-0.0114,0.988,0.9994,False,0.773
1137,Solar Photovoltaic,Switzerland,National,pre_saturation,22,2000,False,,1.0,0.0,-0.0121,0.9879,1.0,False,0.727
1138,Marine Energy,United Kingdom of Great Britain and Northern Ireland,National,pre_saturation,22,2000,True,Truncated-start,0.019,1.0,,,,False,
1139,Solar Photovoltaic,Netherlands,National,pre_saturation,22,2000,False,,1.0,0.0,-0.0097,0.9882,0.9978,False,0.773
1142,Solar Photovoltaic,Republic of Korea,National,pre_saturation,22,2000,False,,1.0,0.0,0.0098,0.9905,0.9807,False,0.682
1143,Solar Photovoltaic,Trinidad and Tobago,National,saturating,22,2000,False,,1.0,0.0,-0.01,0.9881,0.9981,False,0.773
1145,Solar Photovoltaic,Mexico,National,pre_saturation,22,2000,False,,1.0,0.0,-0.0121,0.9879,1.0,False,0.727
1146,Solar Photovoltaic,Türkiye,National,pre_saturation,22,2000,False,,1.0,0.0,-0.0086,0.9882,0.9968,False,0.773
1147,Solar Photovoltaic,Australia,National,pre_saturation,22,2000,False,,1.0,0.0,-0.0111,0.988,0.9992,False,0.773
1149,Solar Photovoltaic,Austria,National,pre_saturation,22,2000,False,,1.0,0.0,-0.0121,0.9879,1.0,False,0.727
1152,Solar Photovoltaic,Finland,National,pre_saturation,22,2000,False,,1.0,0.0,0.0098,0.9905,0.9807,False,0.682
1156,Solar Photovoltaic,Canada,National,pre_saturation,22,2000,False,,1.0,0.0,-0.0076,0.9884,0.996,False,0.773
1157,Solar Photovoltaic,Costa Rica,National,pre_saturation,22,2000,False,,1.0,0.0,-0.0093,0.9881,0.9974,False,0.773
1158,Solar Photovoltaic,Cambodia,National,pre_saturation,22,2000,False,,1.0,0.0,-0.012,0.988,0.9999,False,0.727
1159,Marine Energy,France,National,saturating,22,2000,True,Truncated-start,1.0,0.417,,,,False,
1160,Solar Photovoltaic,China,National,pre_saturation,22,2000,False,,1.0,0.0,0.0007,0.9888,0.9881,False,0.727
1161,Solar Photovoltaic,Chinese Taipei,National,pre_saturation,22,2000,False,,1.0,0.0,-0.0108,0.988,0.9988,False,0.773
1163,Telephones,Libya,National,pre_saturation,21,1981,False,,1.0,0.0,-0.012,0.9879,0.9999,False,0.762
1164,Cellphones,United Arab Emirates,National,pre_saturation,21,1982,False,,1.0,0.0,-0.0121,0.9878,1.0,False,0.762
1167,Telephones,Liberia,National,pre_saturation,21,1981,True,Truncated-start,1.0,0.997,,,,False,
1170,Solar Photovoltaic,Luxembourg,National,pre_saturation,21,2001,False,,1.0,0.0,0.0461,0.9893,0.9431,False,0.571
1171,Solar Photovoltaic,Albania,National,pre_saturation,21,2001,False,,1.0,0.0,0.0018,0.9899,0.9882,False,0.714
1172,Geothermal Energy,Australia,National,saturating,22,2000,True,Truncated-start,1.0,1.0,,,,False,
1174,Television,Lithuania,National,pre_saturation,20,1983,False,,1.0,0.0,-0.0123,0.9877,1.0,False,0.8
1175,Telephones,Macedonia,National,pre_saturation,20,1983,False,,1.0,0.0,-0.0123,0.9877,1.0,False,0.8
1176,Air-Source Heat Pumps,United States,National,pre_saturation,20,2003,False,,1.0,0.0,-0.0123,0.9877,1.0,False,0.8
1177,Television,Georgia,National,pre_saturation,20,1983,False,,1.0,0.0,0.0559,0.9882,0.9323,False,0.65
1178,Television,Mali,National,pre_saturation,20,1983,False,,1.0,0.0,-0.0088,0.9882,0.997,False,0.75
1179,Television,Latvia,National,pre_saturation,20,1983,False,,1.0,0.0,0.0008,0.9884,0.9875,False,0.7
1180,Television,Estonia,National,pre_saturation,20,1983,True,Truncated-start,0.021,1.0,,,,False,
1181,Television,Azerbaijan,National,pre_saturation,20,1983,True,Truncated-start,0.021,1.0,,,,False,
1182,Television,Kazakhstan,National,pre_saturation,19,1983,True,Truncated-start,1.0,0.898,,,,False,
1183,Disk Brakes,United States,National,saturating,19,1966,False,,1.0,0.0,-0.0098,0.9877,0.9975,False,0.737
1184,Television,Uzbekistan,National,pre_saturation,19,1983,False,,1.0,0.0,-0.0123,0.9876,1.0,False,0.789
1185,Television,Turkmenistan,National,pre_saturation,19,1983,True,Truncated-start,0.043,1.0,,,,False,
1186,Solar Photovoltaic,Bosnia and Herzegovina,National,pre_saturation,19,2003,False,,1.0,0.0,-0.0124,0.9876,1.0,False,0.789
1188,Television,Moldova,National,saturating,19,1983,False,,1.0,0.0,-0.0124,0.9876,1.0,False,0.789
1190,Television,Tajikistan,National,pre_saturation,19,1983,False,,1.0,0.0,0.056,0.988,0.932,False,0.632
1191,Television,Ukraine,National,pre_saturation,26,1975,False,,1.0,0.0,-0.0117,0.9883,1.0,False,0.769
1192,Radio,Belize,National,pre_saturation,19,1981,False,,1.0,0.0,0.0397,0.9898,0.9501,False,0.579
1194,Solar Photovoltaic,French Polynesia,National,saturating,18,2004,False,,1.0,0.0,-0.0117,0.9875,0.9992,False,0.778
1195,Television,Burundi,National,pre_saturation,18,1985,False,,1.0,0.0,-0.0101,0.988,0.9981,False,0.722
1197,Television,Lesotho,National,pre_saturation,18,1985,False,,1.0,0.0,-0.0117,0.9876,0.9993,False,0.778
1199,Solar Photovoltaic,Réunion,National,pre_saturation,18,2004,False,,1.0,0.0,0.0498,0.9885,0.9387,False,0.611
1202,Solar Photovoltaic,Israel,National,pre_saturation,17,2005,False,,1.0,0.0,-0.0093,0.9874,0.9967,False,0.765
1203,Solar Photovoltaic,India,National,pre_saturation,17,2005,True,Truncated-start,1.0,1.0,,,,False,
1204,Television,Belize,National,pre_saturation,17,1985,False,,1.0,0.0,-0.0125,0.9873,0.9998,False,0.765
1205,Latent Heat Storage,United States,National,pre_saturation,27,1991,False,,1.0,0.0,-0.0117,0.9883,1.0,False,0.778
1206,Microwaves,United States,National,saturating,42,1975,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.762
1207,Television,Mauritania,National,pre_saturation,17,1983,False,,1.0,0.0,0.0441,0.989,0.9449,False,0.647
1208,Latent Heat Storage,United States,National,pre_saturation,27,1991,False,,1.0,0.0,-0.0117,0.9883,1.0,False,0.778
1209,Solar Photovoltaic,Serbia,National,pre_saturation,17,2005,False,,1.0,0.0,-0.0037,0.9875,0.9913,False,0.706
1211,Television,Nepal,National,pre_saturation,17,1985,False,,1.0,0.0,-0.0099,0.9874,0.9973,False,0.765
1213,Solar Photovoltaic,Guadeloupe,National,pre_saturation,17,2005,False,,1.0,0.0,-0.0112,0.9874,0.9986,False,0.765
1214,Nox Pollution Controls (Boilers),United States,National,pre_saturation,16,1990,False,,1.0,0.0,-0.0122,0.9873,0.9994,False,0.75
1215,Television,Laos,National,pre_saturation,16,1984,False,,1.0,0.0,-0.0113,0.9877,0.9991,False,0.75
1217,Telephones,Cambodia,National,pre_saturation,16,1987,False,,1.0,0.0,-0.0119,0.9872,0.9991,False,0.75
1219,Solar Photovoltaic,Montenegro,National,pre_saturation,16,2006,False,,1.0,0.0,-0.0128,0.9872,0.9999,False,0.75
1220,Solar Photovoltaic,Thailand,National,pre_saturation,16,2006,False,,1.0,0.0,-0.0113,0.9878,0.9991,False,0.75
1221,Solar Photovoltaic,Martinique,National,pre_saturation,16,2006,False,,1.0,0.0,0.0001,0.9873,0.9872,False,0.688
1223,Television,Botswana,National,pre_saturation,15,1987,False,,1.0,0.0,0.0549,0.9874,0.9324,False,0.6
1224,Solar Photovoltaic,Hungary,National,pre_saturation,15,2007,False,,1.0,0.0,-0.012,0.9875,0.9995,False,0.733
1225,Television,Cameroon,National,pre_saturation,15,1987,False,,1.0,0.0,0.0559,0.9873,0.9314,False,0.6
1226,Television,Papua New Guinea,National,pre_saturation,15,1987,False,,1.0,0.0,0.0359,0.9878,0.9519,False,0.667
1227,Lead-Acid Battery Storage,United States,National,pre_saturation,30,1987,False,,1.0,0.0,0.1798,0.9932,0.8134,False,0.433
1228,Television,Guyana,National,pre_saturation,15,1987,False,,1.0,0.0,0.0551,0.9873,0.9323,False,0.6
1230,Lead-Acid Battery Storage,United States,National,pre_saturation,30,1987,False,,1.0,0.0,0.0468,0.986,0.9392,False,0.667
1232,Ethanol,World,Global,pre_saturation,15,1958,False,,1.0,0.0,-0.005,0.987,0.992,False,0.733
1233,Solar Photovoltaic,Bulgaria,National,pre_saturation,15,2007,False,,1.0,0.0,0.0552,0.9873,0.9321,False,0.6
1234,Passenger Cars,China,National,pre_saturation,20,1978,False,,1.0,0.0,-0.0123,0.9877,1.0,False,0.8
1236,Solar Photovoltaic,Malaysia,National,pre_saturation,15,2007,False,,1.0,0.0,-0.012,0.9875,0.9995,False,0.733
1237,Steamships,Sweden,National,pre_saturation,15,1865,False,,1.0,0.0,0.048,0.9881,0.9401,False,0.6
1239,Social Media Usage,United States,National,saturating,15,2005,False,,1.0,0.0,-0.0128,0.987,0.9998,False,0.733
1241,Solar Photovoltaic,Pakistan,National,pre_saturation,15,2007,False,,1.0,0.0,0.0504,0.9879,0.9375,False,0.6
1243,Solar Photovoltaic,Singapore,National,pre_saturation,14,2008,False,,1.0,0.0,-0.0131,0.9867,0.9999,False,0.714
1245,Solar Photovoltaic,Grenada,National,pre_saturation,14,2008,False,,1.0,0.0,-0.012,0.9868,0.9988,False,0.714
1246,Solar Photovoltaic,Mayotte,National,pre_saturation,14,2008,False,,1.0,0.0,0.0512,0.9875,0.9363,False,0.643
1247,Solar Photovoltaic,French Guiana,National,pre_saturation,14,2008,False,,1.0,0.0,0.0537,0.9872,0.9335,False,0.571
1248,Telephones,Slovenia,National,pre_saturation,18,1985,False,,1.0,0.0,-0.0125,0.9875,1.0,False,0.778
1249,Electric Bicycles,China,National,pre_saturation,14,1997,False,,1.0,0.0,0.0207,0.9869,0.9662,False,0.714
1250,Solar Thermal Energy,Israel,National,saturating,14,2008,False,,1.0,0.0,-0.0126,0.9872,0.9997,False,0.714
1252,Compact Fluorescent Light Bulbs,World,Global,pre_saturation,14,1990,False,,1.0,0.0,-0.0131,0.9867,0.9998,False,0.714
1254,Cellphones,Saudi Arabia,National,pre_saturation,13,1990,False,,1.0,0.0,-0.0133,0.9865,0.9998,False,0.692
1255,Offshore Wind Energy,Germany,National,pre_saturation,13,2009,False,,1.0,0.0,0.0011,0.9863,0.9852,False,0.769
1258,Radial Tires,United States,National,pre_saturation,13,1972,False,,1.0,0.0,0.0338,0.9868,0.953,False,0.615
1259,Television,Slovenia,National,saturating,13,1990,False,,1.0,0.0,-0.0131,0.9867,0.9998,False,0.692
1260,Solar Photovoltaic,United Arab Emirates,National,pre_saturation,13,2009,False,,1.0,0.0,0.0024,0.9863,0.9839,False,0.769
1261,Solar Photovoltaic,Puerto Rico,National,pre_saturation,13,2009,False,,1.0,0.0,-0.0017,0.9863,0.988,False,0.769
1264,Offshore Wind Energy,Belgium,National,pre_saturation,13,2009,False,,1.0,0.0,-0.0131,0.9868,0.9999,False,0.692
1265,Solar Photovoltaic,Saint Lucia,National,saturating,13,2009,False,,1.0,0.0,-0.0131,0.9868,0.9999,False,0.692
1267,Solar Photovoltaic,Guam,National,saturating,13,2009,False,,1.0,0.0,-0.0135,0.9865,1.0,False,0.692
1270,Cellphones,Israel,National,pre_saturation,13,1990,False,,1.0,0.0,-0.0122,0.9865,0.9987,False,0.692
1271,Television,Gambia,National,pre_saturation,13,1987,False,,1.0,0.0,-0.012,0.9865,0.9985,False,0.692
1272,Television,Czech Republic,National,pre_saturation,12,1990,False,,1.0,0.0,-0.0138,0.9862,1.0,False,0.667
1273,Lithium-Ion Battery Storage,United States,National,pre_saturation,12,2009,False,,1.0,0.0,0.0532,0.9866,0.9334,False,0.583
1274,Lithium-Ion Battery Storage,United States,National,pre_saturation,12,2009,False,,1.0,0.0,0.0233,0.986,0.9627,False,0.667
1275,Passenger Cars,Azerbaijan,National,pre_saturation,12,1990,True,Truncated-start,0.999,1.0,,,,False,
1276,Solar Photovoltaic,Bahrain,National,pre_saturation,12,2010,False,,1.0,0.0,0.0574,0.9862,0.9287,False,0.583
1277,Solar Photovoltaic,Slovakia,National,pre_saturation,12,2010,False,,1.0,0.0,-0.0135,0.9864,0.9999,False,0.667
1278,Solar Photovoltaic,South Africa,National,pre_saturation,12,2010,False,,1.0,0.0,-0.0132,0.9862,0.9994,False,0.667
1279,Solar Photovoltaic,Indonesia,National,pre_saturation,12,2010,False,,1.0,0.0,0.0519,0.9868,0.9349,False,0.583
1280,Solar Photovoltaic,Lebanon,National,saturating,12,2010,True,Truncated-start,1.0,0.39,,,,False,
1281,Solar Photovoltaic,Republic of North Macedonia,National,pre_saturation,12,2010,False,,1.0,0.0,-0.0138,0.9862,1.0,False,0.667
1282,Solar Photovoltaic,Russian Federation,National,pre_saturation,12,2010,False,,1.0,0.0,0.0536,0.9866,0.933,False,0.583
1283,Passenger Cars,Albania,National,pre_saturation,12,1990,False,,1.0,0.0,-0.0124,0.9862,0.9986,False,0.75
1284,Solar Photovoltaic,Tunisia,National,pre_saturation,12,2010,False,,1.0,0.0,0.0013,0.9859,0.9846,False,0.75
1285,Solar Photovoltaic,Ukraine,National,pre_saturation,12,2010,False,,1.0,0.0,-0.0138,0.9862,1.0,False,0.667
1288,Television,Croatia,National,pre_saturation,11,1990,False,,1.0,0.0,-0.0113,0.9858,0.9971,False,0.727
1289,Television,Macedonia,National,pre_saturation,11,1990,False,,1.0,0.0,-0.014,0.986,1.0,False,0.727
1290,Solar Photovoltaic,Uruguay,National,pre_saturation,11,2011,False,,1.0,0.0,0.0549,0.986,0.9312,False,0.545
1291,Solar Photovoltaic,State of Palestine,National,pre_saturation,11,2011,False,,1.0,0.0,-0.014,0.986,1.0,False,0.727
1292,Passenger Cars,Slovenia,National,pre_saturation,11,1990,False,,1.0,0.0,-0.0141,0.9858,1.0,False,0.727
1293,Passenger Cars,Ukraine,National,pre_saturation,11,1990,False,,1.0,0.0,-0.0141,0.9858,1.0,False,0.727
1295,Passenger Cars,Lithuania,National,pre_saturation,11,1990,False,,1.0,0.0,-0.0142,0.9858,1.0,False,0.727
1296,Passenger Cars,Iceland,National,pre_saturation,11,1990,True,Truncated-start,1.0,0.909,,,,False,
1297,Passenger Cars,Belarus,National,pre_saturation,11,1990,False,,1.0,0.0,-0.0142,0.9858,1.0,False,0.727
1298,Passenger Cars,Slovak Republic,National,pre_saturation,11,1990,False,,1.0,0.0,-0.0142,0.9858,1.0,False,0.727
1299,Solar Photovoltaic,Poland,National,pre_saturation,11,2011,False,,1.0,0.0,0.0548,0.986,0.9313,False,0.545
1300,Passenger Cars,Estonia,National,pre_saturation,11,1990,False,,1.0,0.0,-0.0141,0.9858,1.0,False,0.727
1301,Passenger Cars,Latvia,National,pre_saturation,11,1990,True,Truncated-start,1.0,0.735,,,,False,
1302,Sodium-Based Battery Storage,United States,National,pre_saturation,15,2002,False,,1.0,0.0,-0.013,0.987,1.0,False,0.733
1303,Sodium-Based Battery Storage,United States,National,pre_saturation,15,2002,False,,1.0,0.0,-0.013,0.987,1.0,False,0.733
1304,Home Computers,United States,National,pre_saturation,25,1992,False,,1.0,0.0,-0.0118,0.9882,1.0,False,0.76
1306,Solar Photovoltaic,Dominican Republic,National,pre_saturation,11,2011,False,,1.0,0.0,-0.0126,0.9858,0.9984,False,0.727
1307,Telephones,Eritrea,National,pre_saturation,11,1992,False,,1.0,0.0,0.0551,0.986,0.9309,False,0.545
1308,Sodium-Based Battery Storage,Japan,National,pre_saturation,18,1999,False,,1.0,0.0,-0.0125,0.9875,1.0,False,0.778
1309,Flywheel Battery Storage,United States,National,pre_saturation,15,2006,False,,1.0,0.0,-0.013,0.987,1.0,False,0.733
1310,Telephones,Bosnia-Herzegovina,National,pre_saturation,11,1992,True,Truncated-start,0.997,1.0,,,,False,
1311,Sodium-Based Battery Storage,Japan,National,pre_saturation,18,1999,False,,1.0,0.0,-0.0125,0.9875,1.0,False,0.778
1312,Solar Photovoltaic,Argentina,National,pre_saturation,11,2011,False,,1.0,0.0,-0.014,0.9859,0.9999,False,0.727
1313,Flywheel Battery Storage,United States,National,pre_saturation,15,2006,False,,1.0,0.0,-0.013,0.987,1.0,False,0.733
