tech_name,region,country,unit,year_start,year_peak,year_sat,series_type,scale,source
Radio,MNG,Mongolia,-,1960,1999,1999,pre_saturation,national,regional_csv
RCV1 Vaccine,KOR,Republic of Korea,%,1982,2004,2006,saturating,national,regional_csv
MCV1 Vaccine,GRD,Grenada,%,1982,1993,2003,saturating,national,regional_csv
Radio,TCD,Chad,-,1960,1999,1999,pre_saturation,national,regional_csv
Radio,SEN,Senegal,-,1960,1999,1999,pre_saturation,national,regional_csv
MCV1 Vaccine,LBN,Lebanon,%,1982,1997,2021,pre_saturation,national,regional_csv
MCV1 Vaccine,JAM,Jamaica,%,1982,1996,2014,saturating,national,regional_csv
MCV1 Vaccine,MUS,Mauritius,%,1982,2006,2015,saturating,national,regional_csv
BCG Vaccine,DJI,Djibouti,%,1982,2014,2021,pre_saturation,national,regional_csv
Radio,BEN,Benin,-,1960,1999,1999,pre_saturation,national,regional_csv
MCV1 Vaccine,PHL,Philippines,%,1982,2004,2009,saturating,national,regional_csv
Radio,NGA,Nigeria,-,1960,1999,1999,pre_saturation,national,regional_csv
MCV1 Vaccine,MAR,Morocco,%,1982,2011,2021,saturating,national,regional_csv
BCG Vaccine,AFG,Afghanistan,%,1982,2018,2020,saturating,national,regional_csv
Television,GBR,United Kingdom,-,1960,1999,1999,pre_saturation,national,regional_csv
Phosphate Fertilizer,NGA,Nigeria,metric tons,1975,1992,2020,pre_saturation,national,regional_csv
DTP1 Vaccine,GIN,Guinea,%,1982,2010,2021,pre_saturation,national,regional_csv
Radio,CAF,Central African Republic,-,1960,1999,1999,pre_saturation,national,regional_csv
Radio,SOM,Somalia,-,1960,1999,1999,pre_saturation,national,regional_csv
Radio,CIV,Ivory Coast,-,1960,1999,1999,pre_saturation,national,regional_csv
DTP1 Vaccine,MDG,Madagascar,%,1982,2006,2021,pre_saturation,national,regional_csv
POL3 Vaccine,VUT,Vanuatu,%,1982,2019,2021,pre_saturation,national,regional_csv
DTP1 Vaccine,MAR,Morocco,%,1982,1997,2002,saturating,national,regional_csv
Colour TV,USA,United States,%,1966,2004,2005,pre_saturation,national,regional_csv
Telephones,BWA,Botswana,-,1963,2002,2002,pre_saturation,national,regional_csv
MCV1 Vaccine,VNM,Viet Nam,%,1982,2016,2020,saturating,national,regional_csv
Television,POL,Poland,-,1960,1999,1999,pre_saturation,national,regional_csv
Television,LUX,Luxembourg,-,1960,1999,1999,pre_saturation,national,regional_csv
Radio,GAB,Gabon,-,1960,1999,1999,pre_saturation,national,regional_csv
Radio,BFA,Burkina Faso,-,1960,1999,1999,pre_saturation,national,regional_csv
Television,GTM,Guatemala,-,1960,1999,1999,pre_saturation,national,regional_csv
Radio,MRT,Mauritania,-,1960,1999,1999,pre_saturation,national,regional_csv
Television,MEX,Mexico,-,1960,1999,1999,pre_saturation,national,regional_csv
Television,NIC,Nicaragua,-,1960,1999,1999,pre_saturation,national,regional_csv
Television,COL,Colombia,-,1960,1999,1999,pre_saturation,national,regional_csv
Television,THA,Thailand,-,1960,1999,1999,pre_saturation,national,regional_csv
MCV1 Vaccine,VUT,Vanuatu,%,1982,2014,2021,pre_saturation,national,regional_csv
DTP3 Vaccine,VUT,Vanuatu,%,1982,2019,2021,pre_saturation,national,regional_csv
MCV1 Vaccine,BGD,Bangladesh,%,1982,2015,2021,saturating,national,regional_csv
MCV1 Vaccine,BHS,Bahamas,%,1982,2009,2021,pre_saturation,national,regional_csv
Television,MAR,Morocco,-,1960,1999,1999,pre_saturation,national,regional_csv
Television,IRN,Iran,-,1960,1999,1999,pre_saturation,national,regional_csv
Television,NGA,Nigeria,-,1960,1999,1999,pre_saturation,national,regional_csv
POL3 Vaccine,DJI,Djibouti,%,1982,2008,2011,saturating,national,regional_csv
Television,ITA,Italy,-,1960,1999,1999,pre_saturation,national,regional_csv
Telephones,SLE,Sierra Leone,-,1963,1987,2002,pre_saturation,national,regional_csv
Television,HND,Honduras,-,1960,1999,1999,pre_saturation,national,regional_csv
Television,TUN,Tunisia,-,1960,1999,1999,pre_saturation,national,regional_csv
Television,CAN,Canada,-,1960,1999,1999,pre_saturation,national,regional_csv
Television,DNK,Denmark,-,1960,1999,1999,pre_saturation,national,regional_csv
Radio,MLI,Mali,-,1960,1999,1999,pre_saturation,national,regional_csv
Television,PHL,Philippines,-,1960,1999,1999,pre_saturation,national,regional_csv
Television,TUR,Turkey,-,1960,1999,1999,pre_saturation,national,regional_csv
DTP3 Vaccine,GIN,Guinea,%,1982,2010,2021,pre_saturation,national,regional_csv
MCV1 Vaccine,TUN,Tunisia,%,1982,2006,2021,saturating,national,regional_csv
RCV1 Vaccine,URY,Uruguay,%,1982,1999,2005,saturating,national,regional_csv
Television,AUS,Australia,-,1960,1999,1999,pre_saturation,national,regional_csv
MCV1 Vaccine,DJI,Djibouti,%,1982,2018,2021,pre_saturation,national,regional_csv
Telephones,BDI,Burundi,-,1963,2002,2002,pre_saturation,national,regional_csv
BCG Vaccine,TUN,Tunisia,%,1982,2006,2016,saturating,national,regional_csv
MCV1 Vaccine,DMA,Dominica,%,1982,1992,2012,saturating,national,regional_csv
Radio,TGO,Togo,-,1960,1999,1999,pre_saturation,national,regional_csv
DTP3 Vaccine,MDG,Madagascar,%,1982,2005,2007,saturating,national,regional_csv
Television,KHM,Cambodia,-,1960,1999,1999,pre_saturation,national,regional_csv
DTP3 Vaccine,MAR,Morocco,%,1982,2008,2021,saturating,national,regional_csv
Radio,CMR,Cameroon,-,1960,1999,1999,pre_saturation,national,regional_csv
Television,PER,Peru,-,1960,1999,1999,pre_saturation,national,regional_csv
DTP3 Vaccine,DJI,Djibouti,%,1982,2008,2011,saturating,national,regional_csv
POL3 Vaccine,GIN,Guinea,%,1982,2004,2021,pre_saturation,national,regional_csv
MCV1 Vaccine,PNG,Papua New Guinea,%,1983,2005,2021,pre_saturation,national,regional_csv
Television,SYR,Syria,-,1961,1999,1999,pre_saturation,national,regional_csv
BCG Vaccine,VNM,Viet Nam,%,1983,2000,2007,saturating,national,regional_csv
MCV1 Vaccine,TUV,Tuvalu,%,1983,1997,2004,saturating,national,regional_csv
POL3 Vaccine,TUN,Tunisia,%,1983,1999,2021,saturating,national,regional_csv
RCV1 Vaccine,NOR,Norway,%,1983,2019,2021,saturating,national,regional_csv
MCV1 Vaccine,NOR,Norway,%,1983,2019,2021,saturating,national,regional_csv
Television,GAB,Gabon,-,1961,1999,1999,pre_saturation,national,regional_csv
BCG Vaccine,GHA,Ghana,%,1983,2000,2015,saturating,national,regional_csv
Television,SLE,Sierra Leone,-,1961,1999,1999,pre_saturation,national,regional_csv
RCV1 Vaccine,AUS,Australia,%,1983,2015,2021,saturating,national,regional_csv
RCV1 Vaccine,IRL,Ireland,%,1983,2013,2021,saturating,national,regional_csv
RCV1 Vaccine,FRA,France,%,1983,2019,2021,saturating,national,regional_csv
POL3 Vaccine,VNM,Viet Nam,%,1983,2009,2017,saturating,national,regional_csv
POL3 Vaccine,ZMB,Zambia,%,1983,2009,2019,saturating,national,regional_csv
Television,ECU,Ecuador,-,1961,1999,1999,pre_saturation,national,regional_csv
DTP1 Vaccine,AGO,Angola,%,1983,2004,2021,pre_saturation,national,regional_csv
Television,ISL,Iceland,-,1961,1999,1999,pre_saturation,national,regional_csv
DTP1 Vaccine,TCD,Chad,%,1983,2021,2021,pre_saturation,national,regional_csv
Television,CHL,Chile,-,1960,1999,1999,pre_saturation,national,regional_csv
DTP3 Vaccine,TCD,Chad,%,1983,2021,2021,pre_saturation,national,regional_csv
DTP3 Vaccine,CHN,China,%,1983,2009,2021,saturating,national,regional_csv
MCV1 Vaccine,FRA,France,%,1983,2019,2021,saturating,national,regional_csv
Radio,SLE,Sierra Leone,-,1961,1999,1999,pre_saturation,national,regional_csv
POL3 Vaccine,GNB,Guinea-Bissau,%,1983,2012,2015,saturating,national,regional_csv
DTP3 Vaccine,GAB,Gabon,%,1983,2008,2021,pre_saturation,national,regional_csv
DTP3 Vaccine,GNB,Guinea-Bissau,%,1983,2012,2016,saturating,national,regional_csv
Telephones,SYR,Syria,-,1950,1988,1988,pre_saturation,national,regional_csv
Telephones,ISR,Israel,-,1950,1988,1988,pre_saturation,national,regional_csv
DTP1 Vaccine,CHN,China,%,1983,2006,2021,saturating,national,regional_csv
MCV1 Vaccine,AUS,Australia,%,1983,2015,2021,saturating,national,regional_csv
Telephones,BFA,Burkina Faso,-,1959,2002,2002,pre_saturation,national,regional_csv
MCV1 Vaccine,ATG,Antigua and Barbuda,%,1983,1992,2013,saturating,national,regional_csv
Telephones,SWZ,Swaziland,-,1963,2002,2002,pre_saturation,national,regional_csv
MCV1 Vaccine,AGO,Angola,%,1983,1997,2021,pre_saturation,national,regional_csv
DTP3 Vaccine,ZMB,Zambia,%,1983,2016,2021,pre_saturation,national,regional_csv
DTP3 Vaccine,VNM,Viet Nam,%,1983,2003,2005,saturating,national,regional_csv
Radio,TZA,Tanzania,-,1961,1999,1999,pre_saturation,national,regional_csv
Zinc,BRA,Brazil,thousand metric tons,1965,2003,2003,pre_saturation,national,regional_csv
DTP3 Vaccine,TUN,Tunisia,%,1983,1999,2021,saturating,national,regional_csv
DTP3 Vaccine,AGO,Angola,%,1983,2018,2021,pre_saturation,national,regional_csv
MCV1 Vaccine,GNB,Guinea-Bissau,%,1983,2011,2016,saturating,national,regional_csv
MCV1 Vaccine,ZMB,Zambia,%,1983,2016,2020,saturating,national,regional_csv
BCG Vaccine,AGO,Angola,%,1983,2010,2021,pre_saturation,national,regional_csv
Nitrogen Fertilizer,NZL,New Zealand,metric tons,1982,2004,2020,pre_saturation,national,regional_csv
MCV1 Vaccine,MYS,Malaysia,%,1983,1997,2002,saturating,national,regional_csv
MCV1 Vaccine,LUX,Luxembourg,%,1983,2012,2021,saturating,national,regional_csv
Nitrogen Fertilizer,JOR,Jordan,metric tons,1982,2006,2020,pre_saturation,national,regional_csv
MCV1 Vaccine,IRL,Ireland,%,1983,2013,2021,saturating,national,regional_csv
Passenger Cars,SWZ,Swaziland,-,1965,2003,2003,pre_saturation,national,regional_csv
Radio,KWT,Kuwait,-,1961,1999,1999,pre_saturation,national,regional_csv
MCV1 Vaccine,IDN,Indonesia,%,1983,2017,2019,saturating,national,regional_csv
DTP1 Vaccine,TUN,Tunisia,%,1983,1999,2021,saturating,national,regional_csv
POL3 Vaccine,LUX,Luxembourg,%,1983,1999,2021,saturating,national,regional_csv
DTP1 Vaccine,VNM,Viet Nam,%,1983,2001,2005,saturating,national,regional_csv
Steamships,HUN,Hungary,-,1871,1914,1917,pre_saturation,national,regional_csv
Synthetic Filaments,TUR,Turkey,thousand metric tons,1960,1998,1998,pre_saturation,national,regional_csv
Crude Oil,NZL,New Zealand,thousand metric tons,1970,1998,2008,pre_saturation,national,regional_csv
Silver,IDN,Indonesia,metric tons,1901,1925,1939,pre_saturation,national,regional_csv
Tin,THA,Thailand,thousand metric tons,1965,1980,2003,pre_saturation,national,regional_csv
MCV1 Vaccine,LKA,Sri Lanka,%,1984,2000,2021,saturating,national,regional_csv
MCV1 Vaccine,NGA,Nigeria,%,1984,2009,2021,pre_saturation,national,regional_csv
MCV1 Vaccine,MLT,Malta,%,1984,2013,2020,saturating,national,regional_csv
MCV1 Vaccine,MDG,Madagascar,%,1984,2007,2021,pre_saturation,national,regional_csv
MCV1 Vaccine,KEN,Kenya,%,1984,2015,2021,pre_saturation,national,regional_csv
Hydrochloric Acid,DZA,Algeria,thousand metric tons,1950,1981,1987,pre_saturation,national,regional_csv
Caustic Soda,AUS,Australia,thousand metric tons,1937,1974,1977,saturating,national,regional_csv
Passenger Cars,CAF,Central African Republic,-,1949,1993,1993,pre_saturation,national,regional_csv
MCV1 Vaccine,CIV,Cote d'Ivoire,%,1984,2005,2021,pre_saturation,national,regional_csv
MCV1 Vaccine,TCD,Chad,%,1984,2012,2021,pre_saturation,national,regional_csv
MCV1 Vaccine,KHM,Cambodia,%,1984,2009,2011,saturating,national,regional_csv
Potash Fertilizer,JOR,Jordan,metric tons,1983,2018,2020,saturating,national,regional_csv
Space Launches,CAN,Canada,-,1962,2021,2022,pre_saturation,national,regional_csv
Sulphuric Acid,ISR,Israel,thousand metric tons,1953,1979,1990,pre_saturation,national,regional_csv
BCG Vaccine,KHM,Cambodia,%,1984,2012,2017,saturating,national,regional_csv
MCV1 Vaccine,THA,Thailand,%,1984,2013,2021,saturating,national,regional_csv
MCV1 Vaccine,TTO,Trinidad and Tobago,%,1984,2019,2021,pre_saturation,national,regional_csv
Telephones,SGP,Singapore,-,1951,1988,1988,pre_saturation,national,regional_csv
Telephones,IRQ,Iraq,-,1949,1988,1988,pre_saturation,national,regional_csv
Television,CIV,Ivory Coast,-,1962,1999,1999,pre_saturation,national,regional_csv
Television,SDN,Sudan,-,1962,1999,1999,pre_saturation,national,regional_csv
Television,ISR,Israel,-,1962,1999,1999,pre_saturation,national,regional_csv
Television,DZA,Algeria,-,1962,1999,1999,pre_saturation,national,regional_csv
RCV1 Vaccine,TTO,Trinidad and Tobago,%,1984,2019,2021,pre_saturation,national,regional_csv
Radio,UGA,Uganda,-,1962,1999,1999,pre_saturation,national,regional_csv
POL3 Vaccine,KHM,Cambodia,%,1984,2009,2017,saturating,national,regional_csv
POL3 Vaccine,NGA,Nigeria,%,1984,2009,2021,pre_saturation,national,regional_csv
Sulphuric Acid,MAR,Morocco,thousand metric tons,1948,1980,1985,pre_saturation,national,regional_csv
POL3 Vaccine,KEN,Kenya,%,1984,2011,2014,saturating,national,regional_csv
Natural Gas Pipeline,USA,United States,miles,1960,2021,2021,pre_saturation,national,regional_csv
POL3 Vaccine,CIV,Cote d'Ivoire,%,1984,2005,2021,pre_saturation,national,regional_csv
Zinc,KOR,South Korea,thousand metric tons,1966,2003,2003,pre_saturation,national,regional_csv
Space Launches,GBR,United Kingdom,-,1962,2021,2022,pre_saturation,national,regional_csv
POL3 Vaccine,COM,Comoros,%,1984,2002,2021,pre_saturation,national,regional_csv
POL3 Vaccine,TCD,Chad,%,1984,2021,2021,pre_saturation,national,regional_csv
BCG Vaccine,TCD,Chad,%,1984,2015,2021,pre_saturation,national,regional_csv
Space Launches,IND,India,-,1975,2016,2022,pre_saturation,national,regional_csv
BCG Vaccine,CIV,Cote d'Ivoire,%,1984,2019,2021,pre_saturation,national,regional_csv
DTP1 Vaccine,KHM,Cambodia,%,1984,2009,2021,pre_saturation,national,regional_csv
DTP1 Vaccine,CIV,Cote d'Ivoire,%,1984,2016,2021,pre_saturation,national,regional_csv
Nickel Production,AUS,Australia,thousand metric tons,1967,2002,2004,pre_saturation,national,regional_csv
Concentrated Solar Power,World,World,MW,1985,2022,2022,pre_saturation,global,regional_csv
DTP3 Vaccine,NGA,Nigeria,%,1984,2009,2021,pre_saturation,national,regional_csv
DTP1 Vaccine,KEN,Kenya,%,1984,2021,2021,pre_saturation,national,regional_csv
DTP3 Vaccine,KEN,Kenya,%,1984,2011,2021,pre_saturation,national,regional_csv
Crude Oil,NOR,Norway,thousand metric tons,1971,2001,2008,pre_saturation,national,regional_csv
DTP3 Vaccine,CIV,Cote d'Ivoire,%,1984,2016,2018,saturating,national,regional_csv
Nitrogen Fertilizer,ARE,United Arab Emirates,metric tons,1983,2014,2020,saturating,national,regional_csv
Sulphuric Acid,CUB,Cuba,thousand metric tons,1950,1981,1989,pre_saturation,national,regional_csv
DTP3 Vaccine,KHM,Cambodia,%,1984,2009,2012,saturating,national,regional_csv
BCG Vaccine,KEN,Kenya,%,1984,1998,2012,saturating,national,regional_csv
Electricity,SGP,Singapore,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,THA,Thailand,TWh,1985,2019,2021,pre_saturation,national,regional_csv
Electricity,TWN,Taiwan,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Liquefied Natural Gas,USA,United States,billion cubic feet,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,SWE,Sweden,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,LKA,Sri Lanka,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,KOR,South Korea,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,PHL,Philippines,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,World,World,TWh,1985,2021,2021,pre_saturation,global,regional_csv
Electricity,PAK,Pakistan,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,NZL,New Zealand,TWh,1985,2019,2021,saturating,national,regional_csv
Electricity,MYS,Malaysia,TWh,1985,2019,2021,pre_saturation,national,regional_csv
Television,KEN,Kenya,-,1963,1999,1999,pre_saturation,national,regional_csv
Electricity,JPN,Japan,TWh,1985,2008,2021,pre_saturation,national,regional_csv
Electricity,VNM,Vietnam,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Television,LBR,Liberia,-,1963,1999,1999,pre_saturation,national,regional_csv
Electricity,IND,India,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,SVN,Slovenia,TWh,1985,2014,2021,pre_saturation,national,regional_csv
DTP3 Vaccine,BEN,Benin,%,1985,2007,2021,pre_saturation,national,regional_csv
Electricity,PRT,Portugal,TWh,1985,2016,2018,saturating,national,regional_csv
Electricity,SVK,Slovakia,TWh,1985,2002,2021,pre_saturation,national,regional_csv
RCV1 Vaccine,MLT,Malta,%,1985,2013,2020,saturating,national,regional_csv
Electricity,LUX,Luxembourg,TWh,1985,2010,2021,pre_saturation,national,regional_csv
Television,MYS,Malaysia,-,1963,1999,1999,pre_saturation,national,regional_csv
Electricity,NLD,Netherlands,TWh,1985,2020,2021,pre_saturation,national,regional_csv
Electricity,MKD,North Macedonia,TWh,1985,2010,2021,pre_saturation,national,regional_csv
DTP3 Vaccine,DZA,Algeria,%,1985,2006,2021,saturating,national,regional_csv
Electricity,ESP,Spain,TWh,1985,2008,2021,pre_saturation,national,regional_csv
Beer Production,GHA,Ghana,thousand hectolitres,1952,1976,1988,pre_saturation,national,regional_csv
RCV1 Vaccine,ARE,United Arab Emirates,%,1985,2014,2021,saturating,national,regional_csv
Electricity,IDN,Indonesia,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Telephones,MLI,Mali,-,1960,2002,2002,pre_saturation,national,regional_csv
Television,ETH,Ethiopia,-,1965,2001,2001,pre_saturation,national,regional_csv
Electricity,SAU,Saudi Arabia,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Television,COG,Republic of the Congo,-,1963,1999,1999,pre_saturation,national,regional_csv
Electricity,QAT,Qatar,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,OMN,Oman,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,KWT,Kuwait,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,ISR,Israel,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,HKG,China Hong Kong SAR,TWh,1985,2014,2016,saturating,national,regional_csv
Electricity,IRQ,Iraq,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,IRN,Iran,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,ARE,United Arab Emirates,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,DZA,Algeria,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,EGY,Egypt,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,MAR,Morocco,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,CHN,China,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,BGD,Bangladesh,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,CHE,Switzerland,TWh,1985,2001,2014,saturating,national,regional_csv
Television,IDN,Indonesia,-,1963,1999,1999,pre_saturation,national,regional_csv
Television,BFA,Burkina Faso,-,1963,1999,1999,pre_saturation,national,regional_csv
Electricity,AUS,Australia,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,TUR,Turkey,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Television,UGA,Uganda,-,1963,1999,1999,pre_saturation,national,regional_csv
Telephones,CAF,Central African Republic,-,1959,1987,2002,pre_saturation,national,regional_csv
Electricity,GBR,United Kingdom,TWh,1985,2005,2008,saturating,national,regional_csv
Telephones,SAU,Saudi Arabia,-,1951,1984,1992,pre_saturation,national,regional_csv
Electricity,ZAF,South Africa,TWh,1985,2007,2019,saturating,national,regional_csv
Telephones,TZA,Tanzania,-,1952,1988,1988,pre_saturation,national,regional_csv
Electricity,ITA,Italy,TWh,1985,2008,2021,pre_saturation,national,regional_csv
BCG Vaccine,GNQ,Equatorial Guinea,%,1985,1994,1998,saturating,national,regional_csv
Zinc,IND,India,thousand metric tons,1967,2003,2003,pre_saturation,national,regional_csv
POL3 Vaccine,AGO,Angola,%,1985,2015,2021,pre_saturation,national,regional_csv
POL3 Vaccine,BEN,Benin,%,1985,1994,2021,pre_saturation,national,regional_csv
POL3 Vaccine,BFA,Burkina Faso,%,1985,2005,2012,saturating,national,regional_csv
DTP3 Vaccine,GNQ,Equatorial Guinea,%,1985,1997,2021,pre_saturation,national,regional_csv
Electricity,CAN,Canada,TWh,1985,2017,2021,saturating,national,regional_csv
Electricity,MEX,Mexico,TWh,1985,2019,2021,pre_saturation,national,regional_csv
Electricity,USA,US,TWh,1985,2018,2021,saturating,national,regional_csv
Electricity,ARG,Argentina,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,BRA,Brazil,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,CHL,Chile,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,COL,Colombia,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Steamships,MEX,Mexico,-,1888,1923,1924,pre_saturation,national,regional_csv
Electricity,PER,Peru,TWh,1985,2021,2021,pre_saturation,national,regional_csv
BCG Vaccine,BFA,Burkina Faso,%,1985,2004,2021,saturating,national,regional_csv
BCG Vaccine,BEN,Benin,%,1985,2007,2009,saturating,national,regional_csv
MCV1 Vaccine,DZA,Algeria,%,1985,2010,2016,saturating,national,regional_csv
MCV1 Vaccine,CPV,Cabo Verde,%,1985,2018,2021,saturating,national,regional_csv
MCV1 Vaccine,IND,India,%,1985,2019,2021,pre_saturation,national,regional_csv
DTP1 Vaccine,DZA,Algeria,%,1985,2010,2021,saturating,national,regional_csv
DTP1 Vaccine,BEN,Benin,%,1985,2007,2021,pre_saturation,national,regional_csv
Passenger Cars,KWT,Kuwait,-,1961,1997,1997,pre_saturation,national,regional_csv
DTP1 Vaccine,BFA,Burkina Faso,%,1985,2000,2021,saturating,national,regional_csv
Beer Production,BFA,Burkina Faso,thousand hectolitres,1962,1981,1999,pre_saturation,national,regional_csv
Electricity,ECU,Ecuador,TWh,1985,2019,2021,saturating,national,regional_csv
DTP3 Vaccine,MLI,Mali,%,1985,2006,2019,saturating,national,regional_csv
Electricity,CZE,Czech Republic,TWh,1985,2007,2015,saturating,national,regional_csv
Electricity,IRL,Ireland,TWh,1985,2020,2021,pre_saturation,national,regional_csv
Electricity,FRA,France,TWh,1985,2005,2008,saturating,national,regional_csv
Electricity,DEU,Germany,TWh,1985,2017,2021,pre_saturation,national,regional_csv
Radio,KEN,Kenya,-,1963,1999,1999,pre_saturation,national,regional_csv
Electricity,GRC,Greece,TWh,1985,2008,2021,pre_saturation,national,regional_csv
Electricity,HUN,Hungary,TWh,1985,2008,2021,pre_saturation,national,regional_csv
Electricity,CYP,Cyprus,TWh,1985,2010,2021,pre_saturation,national,regional_csv
POL3 Vaccine,MLI,Mali,%,1985,2006,2021,pre_saturation,national,regional_csv
DTP3 Vaccine,BFA,Burkina Faso,%,1985,2008,2012,saturating,national,regional_csv
Electricity,FIN,Finland,TWh,1985,2004,2021,pre_saturation,national,regional_csv
Electricity,ISL,Iceland,TWh,1985,2018,2021,saturating,national,regional_csv
DTP1 Vaccine,MLI,Mali,%,1985,2005,2021,pre_saturation,national,regional_csv
Electricity,TTO,Trinidad & Tobago,TWh,1985,2015,2017,saturating,national,regional_csv
Electricity,VEN,Venezuela,TWh,1985,2013,2021,pre_saturation,national,regional_csv
POL3 Vaccine,GNQ,Equatorial Guinea,%,1985,1997,2021,pre_saturation,national,regional_csv
Electricity,HRV,Croatia,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Electricity,AUT,Austria,TWh,1985,2019,2021,saturating,national,regional_csv
Electricity,BEL,Belgium,TWh,1985,2021,2021,pre_saturation,national,regional_csv
Television,ALB,Albania,-,1964,1999,1999,pre_saturation,national,regional_csv
Telephones,KOR,South Korea,-,1952,1988,1988,pre_saturation,national,regional_csv
Radio,MWI,Malawi,-,1964,1999,1999,pre_saturation,national,regional_csv
Passenger Cars,LBR,Liberia,-,1962,1993,1997,pre_saturation,national,regional_csv
Television,COD,Democratic Republic of the Congo,-,1964,1999,1999,pre_saturation,national,regional_csv
Real-Time Gross Settlement Adoption,USA,United States,%,1970,2005,2005,pre_saturation,national,regional_csv
Television,GHA,Ghana,-,1964,1999,1999,pre_saturation,national,regional_csv
Radio,ZMB,Zambia,-,1964,1999,1999,pre_saturation,national,regional_csv
MCV1 Vaccine,CHE,Switzerland,%,1986,2020,2021,pre_saturation,national,regional_csv
MCV1 Vaccine,SLB,Solomon Islands,%,1986,1999,2021,pre_saturation,national,regional_csv
Television,ZMB,Zambia,-,1964,1999,1999,pre_saturation,national,regional_csv
Telephones,PHL,Philippines,-,1950,1988,1988,pre_saturation,national,regional_csv
Telephones,UGA,Uganda,-,1952,1988,1988,pre_saturation,national,regional_csv
MCV1 Vaccine,MMR,Myanmar,%,1986,2018,2021,pre_saturation,national,regional_csv
Television,PAK,Pakistan,-,1964,1999,1999,pre_saturation,national,regional_csv
RCV1 Vaccine,CHE,Switzerland,%,1986,2020,2021,pre_saturation,national,regional_csv
Beer Production,HND,Honduras,thousand hectolitres,1953,1988,1988,pre_saturation,national,regional_csv
Potash Fertilizer,BRA,Brazil,metric tons,1985,2006,2020,pre_saturation,national,regional_csv
Cane Sugar,CIV,Ivory Coast,thousand metric tons,1975,2000,2010,pre_saturation,national,regional_csv
MCV1 Vaccine,MHL,Marshall Islands,%,1987,2010,2021,pre_saturation,national,regional_csv
Hydrochloric Acid,IND,India,thousand metric tons,1950,1976,1984,pre_saturation,national,regional_csv
Television,MDG,Madagascar,-,1968,2002,2002,pre_saturation,national,regional_csv
Postal Traffic,RUS,Russia,Number (millions),1875,1909,1909,pre_saturation,national,regional_csv
Television,SUR,Suriname,-,1965,2001,2001,pre_saturation,national,regional_csv
Synthetic Filaments,KOR,South Korea,thousand metric tons,1964,1997,1998,pre_saturation,national,regional_csv
Radio,GMB,Gambia,-,1965,1999,1999,pre_saturation,national,regional_csv
Sand and Gravel|Industrial,World,World,metric tons,1985,2014,2019,pre_saturation,global,regional_csv
Passenger Cars,AFG,Afghanistan,-,1957,1971,1992,pre_saturation,national,regional_csv
Radio,ZWE,Zimbabwe,-,1965,1999,1999,pre_saturation,national,regional_csv
Passenger Cars,LBN,Lebanon,-,1946,1982,1982,pre_saturation,national,regional_csv
Nickel Production,BWA,Botswana,thousand metric tons,1974,2008,2008,pre_saturation,national,regional_csv
Television,ZWE,Zimbabwe,-,1965,1999,1999,pre_saturation,national,regional_csv
POL3 Vaccine,FSM,Micronesia (Federated States of),%,1987,2005,2021,pre_saturation,national,regional_csv
POL3 Vaccine,MHL,Marshall Islands,%,1987,2009,2021,pre_saturation,national,regional_csv
Radio,SGP,Singapore,-,1965,1999,1999,pre_saturation,national,regional_csv
Telephones,TCD,Chad,-,1959,1988,1993,pre_saturation,national,regional_csv
DTP3 Vaccine,CAN,Canada,%,1987,2006,2009,saturating,national,regional_csv
Television,SGP,Singapore,-,1965,1999,1999,pre_saturation,national,regional_csv
Television,PRY,Paraguay,-,1965,1999,1999,pre_saturation,national,regional_csv
